run_id,model,problem_id,sample,generated_code_path,raw_response_path,prompt_path,generated_code_sha256,raw_response_sha256
p3__gemma3_12b__s7,Gemma 3 12B,3,7,gemma/original_outputs/generated_code/p3__gemma3_12b__s7.py,gemma/original_outputs/responses/p3__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p3_prompt.txt,e4bfb8117d7201bc66929459920cd6e930d095237e597fcc42d38ffc1111f28b,2d3a030f0b46ee39ce48c975ee81a16b555affa7d7d89513f3001bd11cb6b46e
p3__gemma3_12b__s8,Gemma 3 12B,3,8,gemma/original_outputs/generated_code/p3__gemma3_12b__s8.py,gemma/original_outputs/responses/p3__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p3_prompt.txt,e4bfb8117d7201bc66929459920cd6e930d095237e597fcc42d38ffc1111f28b,2d3a030f0b46ee39ce48c975ee81a16b555affa7d7d89513f3001bd11cb6b46e
p3__gemma3_12b__s9,Gemma 3 12B,3,9,gemma/original_outputs/generated_code/p3__gemma3_12b__s9.py,gemma/original_outputs/responses/p3__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p3_prompt.txt,e4bfb8117d7201bc66929459920cd6e930d095237e597fcc42d38ffc1111f28b,2d3a030f0b46ee39ce48c975ee81a16b555affa7d7d89513f3001bd11cb6b46e
p4__gemma3_12b__s0,Gemma 3 12B,4,0,gemma/original_outputs/generated_code/p4__gemma3_12b__s0.py,gemma/original_outputs/responses/p4__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s1,Gemma 3 12B,4,1,gemma/original_outputs/generated_code/p4__gemma3_12b__s1.py,gemma/original_outputs/responses/p4__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s2,Gemma 3 12B,4,2,gemma/original_outputs/generated_code/p4__gemma3_12b__s2.py,gemma/original_outputs/responses/p4__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s3,Gemma 3 12B,4,3,gemma/original_outputs/generated_code/p4__gemma3_12b__s3.py,gemma/original_outputs/responses/p4__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s4,Gemma 3 12B,4,4,gemma/original_outputs/generated_code/p4__gemma3_12b__s4.py,gemma/original_outputs/responses/p4__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s5,Gemma 3 12B,4,5,gemma/original_outputs/generated_code/p4__gemma3_12b__s5.py,gemma/original_outputs/responses/p4__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s6,Gemma 3 12B,4,6,gemma/original_outputs/generated_code/p4__gemma3_12b__s6.py,gemma/original_outputs/responses/p4__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s7,Gemma 3 12B,4,7,gemma/original_outputs/generated_code/p4__gemma3_12b__s7.py,gemma/original_outputs/responses/p4__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s8,Gemma 3 12B,4,8,gemma/original_outputs/generated_code/p4__gemma3_12b__s8.py,gemma/original_outputs/responses/p4__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p4__gemma3_12b__s9,Gemma 3 12B,4,9,gemma/original_outputs/generated_code/p4__gemma3_12b__s9.py,gemma/original_outputs/responses/p4__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p4_prompt.txt,98bfb4f63ead8d38c7dfb6989c0324f743feebf1fd32311913605375950576a3,878e7be7e76b37afc9662e0e084b00c84255d0ac8aff8613552c6d12578befaa
p5__gemma3_12b__s0,Gemma 3 12B,5,0,gemma/original_outputs/generated_code/p5__gemma3_12b__s0.py,gemma/original_outputs/responses/p5__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s1,Gemma 3 12B,5,1,gemma/original_outputs/generated_code/p5__gemma3_12b__s1.py,gemma/original_outputs/responses/p5__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s2,Gemma 3 12B,5,2,gemma/original_outputs/generated_code/p5__gemma3_12b__s2.py,gemma/original_outputs/responses/p5__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s3,Gemma 3 12B,5,3,gemma/original_outputs/generated_code/p5__gemma3_12b__s3.py,gemma/original_outputs/responses/p5__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s4,Gemma 3 12B,5,4,gemma/original_outputs/generated_code/p5__gemma3_12b__s4.py,gemma/original_outputs/responses/p5__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s5,Gemma 3 12B,5,5,gemma/original_outputs/generated_code/p5__gemma3_12b__s5.py,gemma/original_outputs/responses/p5__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s6,Gemma 3 12B,5,6,gemma/original_outputs/generated_code/p5__gemma3_12b__s6.py,gemma/original_outputs/responses/p5__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s7,Gemma 3 12B,5,7,gemma/original_outputs/generated_code/p5__gemma3_12b__s7.py,gemma/original_outputs/responses/p5__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s8,Gemma 3 12B,5,8,gemma/original_outputs/generated_code/p5__gemma3_12b__s8.py,gemma/original_outputs/responses/p5__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p5__gemma3_12b__s9,Gemma 3 12B,5,9,gemma/original_outputs/generated_code/p5__gemma3_12b__s9.py,gemma/original_outputs/responses/p5__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p5_prompt.txt,8878a220d5f6e49f509cb93988f036602999fd479518994bb72d1d487847b41e,37da386245f7ba0589d6255c12ebf0e497bbe0032b2348038f58b5b0f3529b11
p6__gemma3_12b__s0,Gemma 3 12B,6,0,gemma/original_outputs/generated_code/p6__gemma3_12b__s0.py,gemma/original_outputs/responses/p6__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s1,Gemma 3 12B,6,1,gemma/original_outputs/generated_code/p6__gemma3_12b__s1.py,gemma/original_outputs/responses/p6__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s2,Gemma 3 12B,6,2,gemma/original_outputs/generated_code/p6__gemma3_12b__s2.py,gemma/original_outputs/responses/p6__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s3,Gemma 3 12B,6,3,gemma/original_outputs/generated_code/p6__gemma3_12b__s3.py,gemma/original_outputs/responses/p6__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s4,Gemma 3 12B,6,4,gemma/original_outputs/generated_code/p6__gemma3_12b__s4.py,gemma/original_outputs/responses/p6__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s5,Gemma 3 12B,6,5,gemma/original_outputs/generated_code/p6__gemma3_12b__s5.py,gemma/original_outputs/responses/p6__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s6,Gemma 3 12B,6,6,gemma/original_outputs/generated_code/p6__gemma3_12b__s6.py,gemma/original_outputs/responses/p6__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s7,Gemma 3 12B,6,7,gemma/original_outputs/generated_code/p6__gemma3_12b__s7.py,gemma/original_outputs/responses/p6__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s8,Gemma 3 12B,6,8,gemma/original_outputs/generated_code/p6__gemma3_12b__s8.py,gemma/original_outputs/responses/p6__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p6__gemma3_12b__s9,Gemma 3 12B,6,9,gemma/original_outputs/generated_code/p6__gemma3_12b__s9.py,gemma/original_outputs/responses/p6__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p6_prompt.txt,d121c5a4728a9df8ea4ea5364dc967759f025ff55bf2c470e1f9eea753d77e07,9ab6e1e78b927311f6d8a7cf7b2bdf1c82ed93c82ba2df58b57fad024aa5570d
p7__gemma3_12b__s0,Gemma 3 12B,7,0,gemma/original_outputs/generated_code/p7__gemma3_12b__s0.py,gemma/original_outputs/responses/p7__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s1,Gemma 3 12B,7,1,gemma/original_outputs/generated_code/p7__gemma3_12b__s1.py,gemma/original_outputs/responses/p7__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s2,Gemma 3 12B,7,2,gemma/original_outputs/generated_code/p7__gemma3_12b__s2.py,gemma/original_outputs/responses/p7__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s3,Gemma 3 12B,7,3,gemma/original_outputs/generated_code/p7__gemma3_12b__s3.py,gemma/original_outputs/responses/p7__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s4,Gemma 3 12B,7,4,gemma/original_outputs/generated_code/p7__gemma3_12b__s4.py,gemma/original_outputs/responses/p7__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s5,Gemma 3 12B,7,5,gemma/original_outputs/generated_code/p7__gemma3_12b__s5.py,gemma/original_outputs/responses/p7__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s6,Gemma 3 12B,7,6,gemma/original_outputs/generated_code/p7__gemma3_12b__s6.py,gemma/original_outputs/responses/p7__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
p7__gemma3_12b__s7,Gemma 3 12B,7,7,gemma/original_outputs/generated_code/p7__gemma3_12b__s7.py,gemma/original_outputs/responses/p7__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p7_prompt.txt,c0482f19b7250ddff51f292539d36541f0d8b145ec1544bcc93a30c1aba809c7,9b0ad33fc045771b3253ab9e8cea318e71b6651a7861a171fef38a34bd1c896c
