run_id,model,problem_id,sample,final_verdict,source_final_label
p11__llama3.3_70b__s1,llama3.3:70b,11,1,code_failure,contract_failure
p11__llama3.3_70b__s2,llama3.3:70b,11,2,code_failure,contract_failure
p11__llama3.3_70b__s3,llama3.3:70b,11,3,code_failure,code_failure
p11__llama3.3_70b__s4,llama3.3:70b,11,4,code_failure,code_failure
p11__llama3.3_70b__s5,llama3.3:70b,11,5,code_failure,contract_failure
p11__llama3.3_70b__s6,llama3.3:70b,11,6,code_failure,code_failure
p11__llama3.3_70b__s7,llama3.3:70b,11,7,code_failure,contract_failure
p11__llama3.3_70b__s8,llama3.3:70b,11,8,code_failure,code_failure
p11__llama3.3_70b__s9,llama3.3:70b,11,9,code_failure,contract_failure
p12__llama3.3_70b__s0,llama3.3:70b,12,0,correct,correct
p12__llama3.3_70b__s1,llama3.3:70b,12,1,correct,correct
p12__llama3.3_70b__s2,llama3.3:70b,12,2,correct,correct
p12__llama3.3_70b__s3,llama3.3:70b,12,3,correct,correct
p12__llama3.3_70b__s4,llama3.3:70b,12,4,correct,correct
p12__llama3.3_70b__s5,llama3.3:70b,12,5,correct,correct
p12__llama3.3_70b__s6,llama3.3:70b,12,6,correct,correct
p12__llama3.3_70b__s7,llama3.3:70b,12,7,correct,correct
p12__llama3.3_70b__s8,llama3.3:70b,12,8,correct,correct
p12__llama3.3_70b__s9,llama3.3:70b,12,9,correct,correct
p13__llama3.3_70b__s0,llama3.3:70b,13,0,correct,correct
p13__llama3.3_70b__s1,llama3.3:70b,13,1,code_failure,code_failure
p13__llama3.3_70b__s2,llama3.3:70b,13,2,correct,correct
p13__llama3.3_70b__s3,llama3.3:70b,13,3,code_failure,code_failure
p13__llama3.3_70b__s4,llama3.3:70b,13,4,code_failure,code_failure
p13__llama3.3_70b__s5,llama3.3:70b,13,5,correct,correct
p13__llama3.3_70b__s6,llama3.3:70b,13,6,correct,correct
p13__llama3.3_70b__s7,llama3.3:70b,13,7,correct,correct
p13__llama3.3_70b__s8,llama3.3:70b,13,8,code_failure,code_failure
p13__llama3.3_70b__s9,llama3.3:70b,13,9,correct,correct
p14__llama3.3_70b__s0,llama3.3:70b,14,0,correct,correct
p14__llama3.3_70b__s1,llama3.3:70b,14,1,code_failure,code_failure
p14__llama3.3_70b__s2,llama3.3:70b,14,2,correct,correct
p14__llama3.3_70b__s3,llama3.3:70b,14,3,code_failure,code_failure
p14__llama3.3_70b__s4,llama3.3:70b,14,4,code_failure,code_failure
p14__llama3.3_70b__s5,llama3.3:70b,14,5,code_failure,code_failure
p14__llama3.3_70b__s6,llama3.3:70b,14,6,code_failure,code_failure
p14__llama3.3_70b__s7,llama3.3:70b,14,7,code_failure,code_failure
p14__llama3.3_70b__s8,llama3.3:70b,14,8,correct,correct
p14__llama3.3_70b__s9,llama3.3:70b,14,9,code_failure,code_failure
p15__llama3.3_70b__s0,llama3.3:70b,15,0,correct,correct
p15__llama3.3_70b__s1,llama3.3:70b,15,1,correct,correct
p15__llama3.3_70b__s2,llama3.3:70b,15,2,correct,correct
p15__llama3.3_70b__s3,llama3.3:70b,15,3,correct,correct
p15__llama3.3_70b__s4,llama3.3:70b,15,4,correct,correct
p15__llama3.3_70b__s5,llama3.3:70b,15,5,correct,correct
p15__llama3.3_70b__s6,llama3.3:70b,15,6,correct,correct
p15__llama3.3_70b__s7,llama3.3:70b,15,7,correct,correct
p15__llama3.3_70b__s8,llama3.3:70b,15,8,correct,correct
p15__llama3.3_70b__s9,llama3.3:70b,15,9,correct,correct
p16__llama3.3_70b__s0,llama3.3:70b,16,0,correct,correct
p16__llama3.3_70b__s1,llama3.3:70b,16,1,correct,correct
p16__llama3.3_70b__s2,llama3.3:70b,16,2,correct,correct
p16__llama3.3_70b__s3,llama3.3:70b,16,3,correct,correct
p16__llama3.3_70b__s4,llama3.3:70b,16,4,correct,correct
p16__llama3.3_70b__s5,llama3.3:70b,16,5,correct,correct
p16__llama3.3_70b__s6,llama3.3:70b,16,6,correct,correct
p16__llama3.3_70b__s7,llama3.3:70b,16,7,correct,correct
p16__llama3.3_70b__s8,llama3.3:70b,16,8,correct,correct
p16__llama3.3_70b__s9,llama3.3:70b,16,9,correct,correct
p17__llama3.3_70b__s0,llama3.3:70b,17,0,code_failure,code_failure
p17__llama3.3_70b__s1,llama3.3:70b,17,1,code_failure,code_failure
p17__llama3.3_70b__s2,llama3.3:70b,17,2,code_failure,code_failure
p17__llama3.3_70b__s3,llama3.3:70b,17,3,code_failure,code_failure
p17__llama3.3_70b__s4,llama3.3:70b,17,4,code_failure,code_failure
p17__llama3.3_70b__s5,llama3.3:70b,17,5,code_failure,code_failure
p17__llama3.3_70b__s6,llama3.3:70b,17,6,code_failure,code_failure
p17__llama3.3_70b__s7,llama3.3:70b,17,7,code_failure,code_failure
p17__llama3.3_70b__s8,llama3.3:70b,17,8,code_failure,code_failure
p17__llama3.3_70b__s9,llama3.3:70b,17,9,code_failure,code_failure
p18__llama3.3_70b__s0,llama3.3:70b,18,0,code_failure,schema_failure
p18__llama3.3_70b__s1,llama3.3:70b,18,1,code_failure,schema_failure
p18__llama3.3_70b__s2,llama3.3:70b,18,2,code_failure,schema_failure
p18__llama3.3_70b__s3,llama3.3:70b,18,3,code_failure,schema_failure
p18__llama3.3_70b__s4,llama3.3:70b,18,4,code_failure,schema_failure
p18__llama3.3_70b__s5,llama3.3:70b,18,5,code_failure,schema_failure
p18__llama3.3_70b__s6,llama3.3:70b,18,6,code_failure,schema_failure
p18__llama3.3_70b__s7,llama3.3:70b,18,7,code_failure,schema_failure
p18__llama3.3_70b__s8,llama3.3:70b,18,8,code_failure,schema_failure
p18__llama3.3_70b__s9,llama3.3:70b,18,9,code_failure,schema_failure
p19__llama3.3_70b__s0,llama3.3:70b,19,0,code_failure,schema_failure
p19__llama3.3_70b__s1,llama3.3:70b,19,1,code_failure,schema_failure
p19__llama3.3_70b__s2,llama3.3:70b,19,2,code_failure,schema_failure
p19__llama3.3_70b__s3,llama3.3:70b,19,3,code_failure,schema_failure
p19__llama3.3_70b__s4,llama3.3:70b,19,4,code_failure,schema_failure
p19__llama3.3_70b__s5,llama3.3:70b,19,5,code_failure,schema_failure
p19__llama3.3_70b__s6,llama3.3:70b,19,6,code_failure,schema_failure
p19__llama3.3_70b__s7,llama3.3:70b,19,7,code_failure,schema_failure
p19__llama3.3_70b__s8,llama3.3:70b,19,8,code_failure,schema_failure
p19__llama3.3_70b__s9,llama3.3:70b,19,9,code_failure,schema_failure
p20__llama3.3_70b__s0,llama3.3:70b,20,0,correct,correct
p20__llama3.3_70b__s1,llama3.3:70b,20,1,correct,correct
p20__llama3.3_70b__s2,llama3.3:70b,20,2,correct,correct
p20__llama3.3_70b__s3,llama3.3:70b,20,3,correct,correct
p20__llama3.3_70b__s4,llama3.3:70b,20,4,correct,correct
p20__llama3.3_70b__s5,llama3.3:70b,20,5,correct,correct
p20__llama3.3_70b__s6,llama3.3:70b,20,6,correct,correct
p20__llama3.3_70b__s7,llama3.3:70b,20,7,correct,correct
p20__llama3.3_70b__s8,llama3.3:70b,20,8,correct,correct
p20__llama3.3_70b__s9,llama3.3:70b,20,9,correct,correct
p21__llama3.3_70b__s0,llama3.3:70b,21,0,code_failure,code_failure
p21__llama3.3_70b__s1,llama3.3:70b,21,1,code_failure,code_failure
p21__llama3.3_70b__s2,llama3.3:70b,21,2,loud,loud_bug
p21__llama3.3_70b__s3,llama3.3:70b,21,3,loud,loud_bug
p21__llama3.3_70b__s4,llama3.3:70b,21,4,code_failure,code_failure
p21__llama3.3_70b__s5,llama3.3:70b,21,5,code_failure,code_failure
p21__llama3.3_70b__s6,llama3.3:70b,21,6,code_failure,code_failure
p21__llama3.3_70b__s7,llama3.3:70b,21,7,code_failure,code_failure
p21__llama3.3_70b__s8,llama3.3:70b,21,8,code_failure,code_failure
p21__llama3.3_70b__s9,llama3.3:70b,21,9,code_failure,code_failure
p22__llama3.3_70b__s0,llama3.3:70b,22,0,code_failure,code_failure
p22__llama3.3_70b__s1,llama3.3:70b,22,1,loud,loud_bug
p22__llama3.3_70b__s2,llama3.3:70b,22,2,code_failure,schema_failure
p22__llama3.3_70b__s3,llama3.3:70b,22,3,loud,loud_bug
p22__llama3.3_70b__s4,llama3.3:70b,22,4,code_failure,code_failure
p22__llama3.3_70b__s5,llama3.3:70b,22,5,code_failure,code_failure
p22__llama3.3_70b__s6,llama3.3:70b,22,6,loud,loud_bug
p22__llama3.3_70b__s7,llama3.3:70b,22,7,loud,loud_bug
p22__llama3.3_70b__s8,llama3.3:70b,22,8,code_failure,code_failure
p22__llama3.3_70b__s9,llama3.3:70b,22,9,code_failure,code_failure
p23__llama3.3_70b__s0,llama3.3:70b,23,0,code_failure,contract_failure
p23__llama3.3_70b__s1,llama3.3:70b,23,1,code_failure,contract_failure
p23__llama3.3_70b__s2,llama3.3:70b,23,2,code_failure,contract_failure
p23__llama3.3_70b__s3,llama3.3:70b,23,3,code_failure,contract_failure
p23__llama3.3_70b__s4,llama3.3:70b,23,4,code_failure,contract_failure
p23__llama3.3_70b__s5,llama3.3:70b,23,5,code_failure,contract_failure
p23__llama3.3_70b__s6,llama3.3:70b,23,6,code_failure,contract_failure
p23__llama3.3_70b__s7,llama3.3:70b,23,7,code_failure,contract_failure
p23__llama3.3_70b__s8,llama3.3:70b,23,8,code_failure,contract_failure
p23__llama3.3_70b__s9,llama3.3:70b,23,9,code_failure,contract_failure
p24__llama3.3_70b__s0,llama3.3:70b,24,0,code_failure,code_failure
p24__llama3.3_70b__s1,llama3.3:70b,24,1,correct,correct
p24__llama3.3_70b__s2,llama3.3:70b,24,2,silent,silent_bug
p24__llama3.3_70b__s3,llama3.3:70b,24,3,correct,correct
p24__llama3.3_70b__s4,llama3.3:70b,24,4,correct,correct
p24__llama3.3_70b__s5,llama3.3:70b,24,5,correct,correct
p24__llama3.3_70b__s6,llama3.3:70b,24,6,code_failure,code_failure
p24__llama3.3_70b__s7,llama3.3:70b,24,7,correct,correct
p24__llama3.3_70b__s8,llama3.3:70b,24,8,correct,correct
p24__llama3.3_70b__s9,llama3.3:70b,24,9,correct,correct
p25__llama3.3_70b__s0,llama3.3:70b,25,0,code_failure,code_failure
p25__llama3.3_70b__s1,llama3.3:70b,25,1,code_failure,code_failure
p25__llama3.3_70b__s2,llama3.3:70b,25,2,code_failure,code_failure
p25__llama3.3_70b__s3,llama3.3:70b,25,3,code_failure,code_failure
p25__llama3.3_70b__s4,llama3.3:70b,25,4,code_failure,code_failure
p25__llama3.3_70b__s5,llama3.3:70b,25,5,code_failure,code_failure
p25__llama3.3_70b__s6,llama3.3:70b,25,6,code_failure,code_failure
p25__llama3.3_70b__s7,llama3.3:70b,25,7,code_failure,code_failure
p25__llama3.3_70b__s8,llama3.3:70b,25,8,code_failure,code_failure
p25__llama3.3_70b__s9,llama3.3:70b,25,9,code_failure,code_failure
p26__llama3.3_70b__s0,llama3.3:70b,26,0,code_failure,code_failure
p26__llama3.3_70b__s1,llama3.3:70b,26,1,correct,correct
p26__llama3.3_70b__s2,llama3.3:70b,26,2,correct,correct
p26__llama3.3_70b__s3,llama3.3:70b,26,3,code_failure,code_failure
p26__llama3.3_70b__s4,llama3.3:70b,26,4,code_failure,code_failure
p26__llama3.3_70b__s5,llama3.3:70b,26,5,code_failure,code_failure
p26__llama3.3_70b__s6,llama3.3:70b,26,6,code_failure,code_failure
p26__llama3.3_70b__s7,llama3.3:70b,26,7,code_failure,schema_failure
p26__llama3.3_70b__s8,llama3.3:70b,26,8,correct,correct
p26__llama3.3_70b__s9,llama3.3:70b,26,9,correct,correct
p27__llama3.3_70b__s0,llama3.3:70b,27,0,loud,loud_bug
p27__llama3.3_70b__s1,llama3.3:70b,27,1,loud,loud_bug
p27__llama3.3_70b__s2,llama3.3:70b,27,2,loud,loud_bug
p27__llama3.3_70b__s3,llama3.3:70b,27,3,loud,loud_bug
p27__llama3.3_70b__s4,llama3.3:70b,27,4,loud,loud_bug
p27__llama3.3_70b__s5,llama3.3:70b,27,5,loud,loud_bug
p27__llama3.3_70b__s6,llama3.3:70b,27,6,loud,loud_bug
p27__llama3.3_70b__s7,llama3.3:70b,27,7,loud,loud_bug
p27__llama3.3_70b__s8,llama3.3:70b,27,8,loud,loud_bug
p27__llama3.3_70b__s9,llama3.3:70b,27,9,loud,loud_bug
p28__llama3.3_70b__s0,llama3.3:70b,28,0,code_failure,code_failure
p28__llama3.3_70b__s1,llama3.3:70b,28,1,correct,correct
p28__llama3.3_70b__s2,llama3.3:70b,28,2,correct,correct
p28__llama3.3_70b__s3,llama3.3:70b,28,3,correct,correct
p28__llama3.3_70b__s4,llama3.3:70b,28,4,correct,correct
p28__llama3.3_70b__s5,llama3.3:70b,28,5,correct,correct
p28__llama3.3_70b__s6,llama3.3:70b,28,6,correct,correct
p28__llama3.3_70b__s7,llama3.3:70b,28,7,loud,loud_bug
p28__llama3.3_70b__s8,llama3.3:70b,28,8,code_failure,code_failure
p28__llama3.3_70b__s9,llama3.3:70b,28,9,correct,correct
p29__llama3.3_70b__s0,llama3.3:70b,29,0,code_failure,code_failure
p29__llama3.3_70b__s1,llama3.3:70b,29,1,correct,correct
p29__llama3.3_70b__s2,llama3.3:70b,29,2,correct,correct
p29__llama3.3_70b__s3,llama3.3:70b,29,3,correct,correct
p29__llama3.3_70b__s4,llama3.3:70b,29,4,correct,correct
p29__llama3.3_70b__s5,llama3.3:70b,29,5,correct,correct
p29__llama3.3_70b__s6,llama3.3:70b,29,6,correct,correct
p29__llama3.3_70b__s7,llama3.3:70b,29,7,correct,correct
p29__llama3.3_70b__s8,llama3.3:70b,29,8,correct,correct
p29__llama3.3_70b__s9,llama3.3:70b,29,9,code_failure,code_failure
p30__llama3.3_70b__s0,llama3.3:70b,30,0,correct,correct
p30__llama3.3_70b__s1,llama3.3:70b,30,1,correct,correct
p30__llama3.3_70b__s2,llama3.3:70b,30,2,correct,correct
p30__llama3.3_70b__s3,llama3.3:70b,30,3,correct,correct
p30__llama3.3_70b__s4,llama3.3:70b,30,4,correct,correct
p30__llama3.3_70b__s5,llama3.3:70b,30,5,correct,correct
p30__llama3.3_70b__s6,llama3.3:70b,30,6,correct,correct
p30__llama3.3_70b__s7,llama3.3:70b,30,7,correct,correct
p30__llama3.3_70b__s8,llama3.3:70b,30,8,correct,correct
p30__llama3.3_70b__s9,llama3.3:70b,30,9,correct,correct
p31__llama3.3_70b__s0,llama3.3:70b,31,0,loud,loud_bug
p31__llama3.3_70b__s1,llama3.3:70b,31,1,code_failure,code_failure
p31__llama3.3_70b__s2,llama3.3:70b,31,2,loud,loud_bug
p31__llama3.3_70b__s3,llama3.3:70b,31,3,loud,loud_bug
p31__llama3.3_70b__s4,llama3.3:70b,31,4,loud,loud_bug
p31__llama3.3_70b__s5,llama3.3:70b,31,5,loud,loud_bug
p31__llama3.3_70b__s6,llama3.3:70b,31,6,loud,loud_bug
p31__llama3.3_70b__s7,llama3.3:70b,31,7,loud,loud_bug
p31__llama3.3_70b__s8,llama3.3:70b,31,8,loud,loud_bug
p31__llama3.3_70b__s9,llama3.3:70b,31,9,loud,loud_bug
p32__llama3.3_70b__s0,llama3.3:70b,32,0,loud,loud_bug
p32__llama3.3_70b__s1,llama3.3:70b,32,1,loud,loud_bug
p32__llama3.3_70b__s2,llama3.3:70b,32,2,loud,loud_bug
p32__llama3.3_70b__s3,llama3.3:70b,32,3,loud,loud_bug
p32__llama3.3_70b__s4,llama3.3:70b,32,4,loud,loud_bug
p32__llama3.3_70b__s5,llama3.3:70b,32,5,loud,loud_bug
p32__llama3.3_70b__s6,llama3.3:70b,32,6,loud,loud_bug
p32__llama3.3_70b__s7,llama3.3:70b,32,7,loud,loud_bug
p32__llama3.3_70b__s8,llama3.3:70b,32,8,loud,loud_bug
p32__llama3.3_70b__s9,llama3.3:70b,32,9,loud,loud_bug
p33__llama3.3_70b__s0,llama3.3:70b,33,0,code_failure,code_failure
p33__llama3.3_70b__s1,llama3.3:70b,33,1,code_failure,code_failure
p33__llama3.3_70b__s2,llama3.3:70b,33,2,code_failure,code_failure
p33__llama3.3_70b__s3,llama3.3:70b,33,3,loud,loud_bug
p33__llama3.3_70b__s4,llama3.3:70b,33,4,code_failure,code_failure
p33__llama3.3_70b__s5,llama3.3:70b,33,5,code_failure,code_failure
p33__llama3.3_70b__s6,llama3.3:70b,33,6,loud,loud_bug
p33__llama3.3_70b__s7,llama3.3:70b,33,7,code_failure,code_failure
p33__llama3.3_70b__s8,llama3.3:70b,33,8,code_failure,code_failure
p33__llama3.3_70b__s9,llama3.3:70b,33,9,code_failure,code_failure
p34__llama3.3_70b__s0,llama3.3:70b,34,0,correct,correct
p34__llama3.3_70b__s1,llama3.3:70b,34,1,correct,correct
p34__llama3.3_70b__s2,llama3.3:70b,34,2,correct,correct
p34__llama3.3_70b__s3,llama3.3:70b,34,3,correct,correct
p34__llama3.3_70b__s4,llama3.3:70b,34,4,correct,correct
p34__llama3.3_70b__s5,llama3.3:70b,34,5,correct,correct
p34__llama3.3_70b__s6,llama3.3:70b,34,6,correct,correct
p34__llama3.3_70b__s7,llama3.3:70b,34,7,correct,correct
p34__llama3.3_70b__s8,llama3.3:70b,34,8,correct,correct
p34__llama3.3_70b__s9,llama3.3:70b,34,9,correct,correct
p35__llama3.3_70b__s0,llama3.3:70b,35,0,code_failure,code_failure
p35__llama3.3_70b__s1,llama3.3:70b,35,1,code_failure,code_failure
p35__llama3.3_70b__s2,llama3.3:70b,35,2,code_failure,code_failure
p35__llama3.3_70b__s3,llama3.3:70b,35,3,code_failure,code_failure
p35__llama3.3_70b__s4,llama3.3:70b,35,4,code_failure,code_failure
p35__llama3.3_70b__s5,llama3.3:70b,35,5,code_failure,code_failure
p35__llama3.3_70b__s6,llama3.3:70b,35,6,code_failure,code_failure
p35__llama3.3_70b__s7,llama3.3:70b,35,7,code_failure,code_failure
p35__llama3.3_70b__s8,llama3.3:70b,35,8,code_failure,code_failure
p35__llama3.3_70b__s9,llama3.3:70b,35,9,code_failure,code_failure
p36__llama3.3_70b__s0,llama3.3:70b,36,0,silent,silent_bug
p36__llama3.3_70b__s1,llama3.3:70b,36,1,loud,loud_bug
p36__llama3.3_70b__s2,llama3.3:70b,36,2,silent,silent_bug
p36__llama3.3_70b__s3,llama3.3:70b,36,3,code_failure,schema_failure
p36__llama3.3_70b__s4,llama3.3:70b,36,4,code_failure,code_failure
p36__llama3.3_70b__s5,llama3.3:70b,36,5,silent,silent_bug
p36__llama3.3_70b__s6,llama3.3:70b,36,6,silent,silent_bug
p36__llama3.3_70b__s7,llama3.3:70b,36,7,silent,silent_bug
p36__llama3.3_70b__s8,llama3.3:70b,36,8,silent,silent_bug
p36__llama3.3_70b__s9,llama3.3:70b,36,9,silent,silent_bug
p37__llama3.3_70b__s0,llama3.3:70b,37,0,loud,loud_bug
p37__llama3.3_70b__s1,llama3.3:70b,37,1,loud,loud_bug
p37__llama3.3_70b__s2,llama3.3:70b,37,2,code_failure,code_failure
p37__llama3.3_70b__s3,llama3.3:70b,37,3,code_failure,code_failure
p37__llama3.3_70b__s4,llama3.3:70b,37,4,code_failure,code_failure
p37__llama3.3_70b__s5,llama3.3:70b,37,5,code_failure,code_failure
p37__llama3.3_70b__s6,llama3.3:70b,37,6,code_failure,code_failure
p37__llama3.3_70b__s7,llama3.3:70b,37,7,code_failure,code_failure
p37__llama3.3_70b__s8,llama3.3:70b,37,8,code_failure,code_failure
p37__llama3.3_70b__s9,llama3.3:70b,37,9,code_failure,code_failure
p38__llama3.3_70b__s0,llama3.3:70b,38,0,code_failure,code_failure
p38__llama3.3_70b__s1,llama3.3:70b,38,1,code_failure,code_failure
p38__llama3.3_70b__s2,llama3.3:70b,38,2,code_failure,code_failure
p38__llama3.3_70b__s3,llama3.3:70b,38,3,code_failure,code_failure
p38__llama3.3_70b__s4,llama3.3:70b,38,4,code_failure,code_failure
p38__llama3.3_70b__s5,llama3.3:70b,38,5,code_failure,code_failure
p38__llama3.3_70b__s6,llama3.3:70b,38,6,code_failure,code_failure
p38__llama3.3_70b__s7,llama3.3:70b,38,7,correct,correct
p38__llama3.3_70b__s8,llama3.3:70b,38,8,code_failure,code_failure
p38__llama3.3_70b__s9,llama3.3:70b,38,9,code_failure,code_failure
p39__llama3.3_70b__s0,llama3.3:70b,39,0,correct,correct
p39__llama3.3_70b__s1,llama3.3:70b,39,1,correct,correct
p39__llama3.3_70b__s2,llama3.3:70b,39,2,correct,correct
