run_id,model,problem_id,sample,final_verdict,source_final_label
p11__gemma3_12b__s5,gemma3:12b,11,5,code_failure,contract_failure
p11__gemma3_12b__s6,gemma3:12b,11,6,code_failure,contract_failure
p11__gemma3_12b__s7,gemma3:12b,11,7,code_failure,contract_failure
p11__gemma3_12b__s8,gemma3:12b,11,8,code_failure,ollama_failure
p11__gemma3_12b__s9,gemma3:12b,11,9,code_failure,ollama_failure
p12__gemma3_12b__s0,gemma3:12b,12,0,code_failure,code_failure
p12__gemma3_12b__s1,gemma3:12b,12,1,code_failure,code_failure
p12__gemma3_12b__s2,gemma3:12b,12,2,code_failure,code_failure
p12__gemma3_12b__s3,gemma3:12b,12,3,code_failure,code_failure
p12__gemma3_12b__s4,gemma3:12b,12,4,code_failure,code_failure
p12__gemma3_12b__s5,gemma3:12b,12,5,code_failure,code_failure
p12__gemma3_12b__s6,gemma3:12b,12,6,code_failure,code_failure
p12__gemma3_12b__s7,gemma3:12b,12,7,code_failure,code_failure
p12__gemma3_12b__s8,gemma3:12b,12,8,code_failure,code_failure
p12__gemma3_12b__s9,gemma3:12b,12,9,code_failure,code_failure
p13__gemma3_12b__s0,gemma3:12b,13,0,code_failure,contract_failure
p13__gemma3_12b__s1,gemma3:12b,13,1,code_failure,contract_failure
p13__gemma3_12b__s2,gemma3:12b,13,2,code_failure,contract_failure
p13__gemma3_12b__s3,gemma3:12b,13,3,code_failure,code_failure
p13__gemma3_12b__s4,gemma3:12b,13,4,code_failure,contract_failure
p13__gemma3_12b__s5,gemma3:12b,13,5,code_failure,code_failure
p13__gemma3_12b__s6,gemma3:12b,13,6,code_failure,contract_failure
p13__gemma3_12b__s7,gemma3:12b,13,7,code_failure,code_failure
p13__gemma3_12b__s8,gemma3:12b,13,8,code_failure,code_failure
p13__gemma3_12b__s9,gemma3:12b,13,9,code_failure,code_failure
p14__gemma3_12b__s0,gemma3:12b,14,0,code_failure,contract_failure
p14__gemma3_12b__s1,gemma3:12b,14,1,code_failure,contract_failure
p14__gemma3_12b__s2,gemma3:12b,14,2,code_failure,contract_failure
p14__gemma3_12b__s3,gemma3:12b,14,3,code_failure,contract_failure
p14__gemma3_12b__s4,gemma3:12b,14,4,code_failure,contract_failure
p14__gemma3_12b__s5,gemma3:12b,14,5,code_failure,contract_failure
p14__gemma3_12b__s6,gemma3:12b,14,6,code_failure,contract_failure
p14__gemma3_12b__s7,gemma3:12b,14,7,code_failure,contract_failure
p14__gemma3_12b__s8,gemma3:12b,14,8,code_failure,contract_failure
p14__gemma3_12b__s9,gemma3:12b,14,9,code_failure,contract_failure
p15__gemma3_12b__s0,gemma3:12b,15,0,code_failure,ollama_failure
p15__gemma3_12b__s1,gemma3:12b,15,1,code_failure,code_failure
p15__gemma3_12b__s2,gemma3:12b,15,2,code_failure,contract_failure
p15__gemma3_12b__s3,gemma3:12b,15,3,code_failure,contract_failure
p15__gemma3_12b__s4,gemma3:12b,15,4,code_failure,contract_failure
p15__gemma3_12b__s5,gemma3:12b,15,5,code_failure,contract_failure
p15__gemma3_12b__s6,gemma3:12b,15,6,code_failure,contract_failure
p15__gemma3_12b__s7,gemma3:12b,15,7,code_failure,contract_failure
p15__gemma3_12b__s8,gemma3:12b,15,8,code_failure,contract_failure
p15__gemma3_12b__s9,gemma3:12b,15,9,code_failure,contract_failure
p16__gemma3_12b__s0,gemma3:12b,16,0,code_failure,code_failure
p16__gemma3_12b__s1,gemma3:12b,16,1,code_failure,code_failure
p16__gemma3_12b__s2,gemma3:12b,16,2,code_failure,code_failure
p16__gemma3_12b__s3,gemma3:12b,16,3,code_failure,code_failure
p16__gemma3_12b__s4,gemma3:12b,16,4,code_failure,code_failure
p16__gemma3_12b__s5,gemma3:12b,16,5,code_failure,code_failure
p16__gemma3_12b__s6,gemma3:12b,16,6,code_failure,code_failure
p16__gemma3_12b__s7,gemma3:12b,16,7,code_failure,code_failure
p16__gemma3_12b__s8,gemma3:12b,16,8,code_failure,code_failure
p16__gemma3_12b__s9,gemma3:12b,16,9,code_failure,code_failure
p17__gemma3_12b__s0,gemma3:12b,17,0,code_failure,ollama_failure
p17__gemma3_12b__s1,gemma3:12b,17,1,code_failure,code_failure
p17__gemma3_12b__s2,gemma3:12b,17,2,code_failure,contract_failure
p17__gemma3_12b__s3,gemma3:12b,17,3,code_failure,code_failure
p17__gemma3_12b__s4,gemma3:12b,17,4,code_failure,contract_failure
p17__gemma3_12b__s5,gemma3:12b,17,5,code_failure,code_failure
p17__gemma3_12b__s6,gemma3:12b,17,6,code_failure,code_failure
p17__gemma3_12b__s7,gemma3:12b,17,7,code_failure,contract_failure
p17__gemma3_12b__s8,gemma3:12b,17,8,code_failure,code_failure
p17__gemma3_12b__s9,gemma3:12b,17,9,code_failure,contract_failure
p18__gemma3_12b__s0,gemma3:12b,18,0,code_failure,contract_failure
p18__gemma3_12b__s1,gemma3:12b,18,1,code_failure,contract_failure
p18__gemma3_12b__s2,gemma3:12b,18,2,code_failure,ollama_failure
p18__gemma3_12b__s3,gemma3:12b,18,3,code_failure,ollama_failure
p18__gemma3_12b__s4,gemma3:12b,18,4,code_failure,code_failure
p18__gemma3_12b__s5,gemma3:12b,18,5,code_failure,contract_failure
p18__gemma3_12b__s6,gemma3:12b,18,6,code_failure,contract_failure
p18__gemma3_12b__s7,gemma3:12b,18,7,code_failure,contract_failure
p18__gemma3_12b__s8,gemma3:12b,18,8,code_failure,code_failure
p18__gemma3_12b__s9,gemma3:12b,18,9,code_failure,contract_failure
p19__gemma3_12b__s0,gemma3:12b,19,0,code_failure,contract_failure
p19__gemma3_12b__s1,gemma3:12b,19,1,code_failure,contract_failure
p19__gemma3_12b__s2,gemma3:12b,19,2,code_failure,contract_failure
p19__gemma3_12b__s3,gemma3:12b,19,3,code_failure,contract_failure
p19__gemma3_12b__s4,gemma3:12b,19,4,code_failure,contract_failure
p19__gemma3_12b__s5,gemma3:12b,19,5,code_failure,contract_failure
p19__gemma3_12b__s6,gemma3:12b,19,6,code_failure,contract_failure
p19__gemma3_12b__s7,gemma3:12b,19,7,code_failure,contract_failure
p19__gemma3_12b__s8,gemma3:12b,19,8,code_failure,contract_failure
p19__gemma3_12b__s9,gemma3:12b,19,9,code_failure,contract_failure
p20__gemma3_12b__s0,gemma3:12b,20,0,code_failure,contract_failure
p20__gemma3_12b__s1,gemma3:12b,20,1,code_failure,contract_failure
p20__gemma3_12b__s2,gemma3:12b,20,2,code_failure,ollama_failure
p20__gemma3_12b__s3,gemma3:12b,20,3,code_failure,contract_failure
p20__gemma3_12b__s4,gemma3:12b,20,4,code_failure,contract_failure
p20__gemma3_12b__s5,gemma3:12b,20,5,code_failure,contract_failure
p20__gemma3_12b__s6,gemma3:12b,20,6,code_failure,contract_failure
p20__gemma3_12b__s7,gemma3:12b,20,7,code_failure,contract_failure
p20__gemma3_12b__s8,gemma3:12b,20,8,code_failure,ollama_failure
p20__gemma3_12b__s9,gemma3:12b,20,9,code_failure,contract_failure
p21__gemma3_12b__s0,gemma3:12b,21,0,loud,loud_bug
p21__gemma3_12b__s1,gemma3:12b,21,1,loud,loud_bug
p21__gemma3_12b__s2,gemma3:12b,21,2,code_failure,code_failure
p21__gemma3_12b__s3,gemma3:12b,21,3,code_failure,code_failure
p21__gemma3_12b__s4,gemma3:12b,21,4,code_failure,code_failure
p21__gemma3_12b__s5,gemma3:12b,21,5,loud,loud_bug
p21__gemma3_12b__s6,gemma3:12b,21,6,loud,loud_bug
p21__gemma3_12b__s7,gemma3:12b,21,7,code_failure,code_failure
p21__gemma3_12b__s8,gemma3:12b,21,8,code_failure,code_failure
p21__gemma3_12b__s9,gemma3:12b,21,9,loud,loud_bug
p22__gemma3_12b__s0,gemma3:12b,22,0,code_failure,code_failure
p22__gemma3_12b__s1,gemma3:12b,22,1,code_failure,code_failure
p22__gemma3_12b__s2,gemma3:12b,22,2,code_failure,code_failure
p22__gemma3_12b__s3,gemma3:12b,22,3,code_failure,schema_failure
p22__gemma3_12b__s4,gemma3:12b,22,4,code_failure,code_failure
p22__gemma3_12b__s5,gemma3:12b,22,5,code_failure,schema_failure
p22__gemma3_12b__s6,gemma3:12b,22,6,code_failure,code_failure
p22__gemma3_12b__s7,gemma3:12b,22,7,code_failure,code_failure
p22__gemma3_12b__s8,gemma3:12b,22,8,loud,loud_bug
p22__gemma3_12b__s9,gemma3:12b,22,9,code_failure,code_failure
p23__gemma3_12b__s0,gemma3:12b,23,0,code_failure,ollama_failure
p23__gemma3_12b__s1,gemma3:12b,23,1,code_failure,code_failure
p23__gemma3_12b__s2,gemma3:12b,23,2,code_failure,ollama_failure
p23__gemma3_12b__s3,gemma3:12b,23,3,code_failure,ollama_failure
p23__gemma3_12b__s4,gemma3:12b,23,4,code_failure,ollama_failure
p23__gemma3_12b__s5,gemma3:12b,23,5,code_failure,contract_failure
p23__gemma3_12b__s6,gemma3:12b,23,6,code_failure,ollama_failure
p23__gemma3_12b__s7,gemma3:12b,23,7,code_failure,contract_failure
p23__gemma3_12b__s8,gemma3:12b,23,8,code_failure,ollama_failure
p23__gemma3_12b__s9,gemma3:12b,23,9,code_failure,contract_failure
p24__gemma3_12b__s0,gemma3:12b,24,0,code_failure,contract_failure
p24__gemma3_12b__s1,gemma3:12b,24,1,code_failure,ollama_failure
p24__gemma3_12b__s2,gemma3:12b,24,2,code_failure,contract_failure
p24__gemma3_12b__s3,gemma3:12b,24,3,code_failure,contract_failure
p24__gemma3_12b__s4,gemma3:12b,24,4,code_failure,contract_failure
p24__gemma3_12b__s5,gemma3:12b,24,5,code_failure,contract_failure
p24__gemma3_12b__s6,gemma3:12b,24,6,code_failure,contract_failure
p24__gemma3_12b__s7,gemma3:12b,24,7,code_failure,contract_failure
p24__gemma3_12b__s8,gemma3:12b,24,8,code_failure,contract_failure
p24__gemma3_12b__s9,gemma3:12b,24,9,code_failure,ollama_failure
p25__gemma3_12b__s0,gemma3:12b,25,0,code_failure,ollama_failure
p25__gemma3_12b__s1,gemma3:12b,25,1,code_failure,ollama_failure
p25__gemma3_12b__s2,gemma3:12b,25,2,code_failure,ollama_failure
p25__gemma3_12b__s3,gemma3:12b,25,3,code_failure,ollama_failure
p25__gemma3_12b__s4,gemma3:12b,25,4,code_failure,ollama_failure
p25__gemma3_12b__s5,gemma3:12b,25,5,code_failure,code_failure
p25__gemma3_12b__s6,gemma3:12b,25,6,code_failure,ollama_failure
p25__gemma3_12b__s7,gemma3:12b,25,7,code_failure,code_failure
p25__gemma3_12b__s8,gemma3:12b,25,8,code_failure,ollama_failure
p25__gemma3_12b__s9,gemma3:12b,25,9,code_failure,ollama_failure
p26__gemma3_12b__s0,gemma3:12b,26,0,code_failure,contract_failure
p26__gemma3_12b__s1,gemma3:12b,26,1,code_failure,contract_failure
p26__gemma3_12b__s2,gemma3:12b,26,2,code_failure,ollama_failure
p26__gemma3_12b__s3,gemma3:12b,26,3,code_failure,ollama_failure
p26__gemma3_12b__s4,gemma3:12b,26,4,code_failure,contract_failure
p26__gemma3_12b__s5,gemma3:12b,26,5,code_failure,contract_failure
p26__gemma3_12b__s6,gemma3:12b,26,6,code_failure,contract_failure
p26__gemma3_12b__s7,gemma3:12b,26,7,code_failure,ollama_failure
p26__gemma3_12b__s8,gemma3:12b,26,8,code_failure,contract_failure
p26__gemma3_12b__s9,gemma3:12b,26,9,code_failure,ollama_failure
p27__gemma3_12b__s0,gemma3:12b,27,0,code_failure,contract_failure
p27__gemma3_12b__s1,gemma3:12b,27,1,code_failure,contract_failure
p27__gemma3_12b__s2,gemma3:12b,27,2,code_failure,code_failure
p27__gemma3_12b__s3,gemma3:12b,27,3,code_failure,contract_failure
p27__gemma3_12b__s4,gemma3:12b,27,4,code_failure,contract_failure
p27__gemma3_12b__s5,gemma3:12b,27,5,code_failure,code_failure
p27__gemma3_12b__s6,gemma3:12b,27,6,code_failure,code_failure
p27__gemma3_12b__s7,gemma3:12b,27,7,code_failure,ollama_failure
p27__gemma3_12b__s8,gemma3:12b,27,8,code_failure,contract_failure
p27__gemma3_12b__s9,gemma3:12b,27,9,code_failure,contract_failure
p28__gemma3_12b__s0,gemma3:12b,28,0,code_failure,contract_failure
p28__gemma3_12b__s1,gemma3:12b,28,1,code_failure,contract_failure
p28__gemma3_12b__s2,gemma3:12b,28,2,code_failure,contract_failure
p28__gemma3_12b__s3,gemma3:12b,28,3,code_failure,contract_failure
p28__gemma3_12b__s4,gemma3:12b,28,4,code_failure,contract_failure
p28__gemma3_12b__s5,gemma3:12b,28,5,code_failure,contract_failure
p28__gemma3_12b__s6,gemma3:12b,28,6,code_failure,contract_failure
p28__gemma3_12b__s7,gemma3:12b,28,7,code_failure,contract_failure
p28__gemma3_12b__s8,gemma3:12b,28,8,code_failure,contract_failure
p28__gemma3_12b__s9,gemma3:12b,28,9,code_failure,contract_failure
p29__gemma3_12b__s0,gemma3:12b,29,0,correct,correct
p29__gemma3_12b__s1,gemma3:12b,29,1,correct,correct
p29__gemma3_12b__s2,gemma3:12b,29,2,correct,correct
p29__gemma3_12b__s3,gemma3:12b,29,3,code_failure,code_failure
p29__gemma3_12b__s4,gemma3:12b,29,4,code_failure,code_failure
p29__gemma3_12b__s5,gemma3:12b,29,5,code_failure,code_failure
p29__gemma3_12b__s6,gemma3:12b,29,6,correct,correct
p29__gemma3_12b__s7,gemma3:12b,29,7,code_failure,code_failure
p29__gemma3_12b__s8,gemma3:12b,29,8,correct,correct
p29__gemma3_12b__s9,gemma3:12b,29,9,code_failure,code_failure
p30__gemma3_12b__s0,gemma3:12b,30,0,loud,loud_bug
p30__gemma3_12b__s1,gemma3:12b,30,1,loud,loud_bug
p30__gemma3_12b__s2,gemma3:12b,30,2,code_failure,code_failure
p30__gemma3_12b__s3,gemma3:12b,30,3,loud,loud_bug
p30__gemma3_12b__s4,gemma3:12b,30,4,loud,loud_bug
p30__gemma3_12b__s5,gemma3:12b,30,5,loud,loud_bug
p30__gemma3_12b__s6,gemma3:12b,30,6,loud,loud_bug
p30__gemma3_12b__s7,gemma3:12b,30,7,loud,loud_bug
p30__gemma3_12b__s8,gemma3:12b,30,8,code_failure,code_failure
p30__gemma3_12b__s9,gemma3:12b,30,9,loud,loud_bug
p31__gemma3_12b__s0,gemma3:12b,31,0,code_failure,code_failure
p31__gemma3_12b__s1,gemma3:12b,31,1,code_failure,code_failure
p31__gemma3_12b__s2,gemma3:12b,31,2,code_failure,code_failure
p31__gemma3_12b__s3,gemma3:12b,31,3,code_failure,contract_failure
p31__gemma3_12b__s4,gemma3:12b,31,4,code_failure,code_failure
p31__gemma3_12b__s5,gemma3:12b,31,5,loud,loud_bug
p31__gemma3_12b__s6,gemma3:12b,31,6,code_failure,code_failure
p31__gemma3_12b__s7,gemma3:12b,31,7,code_failure,contract_failure
p31__gemma3_12b__s8,gemma3:12b,31,8,code_failure,code_failure
p31__gemma3_12b__s9,gemma3:12b,31,9,code_failure,code_failure
p32__gemma3_12b__s0,gemma3:12b,32,0,code_failure,code_failure
p32__gemma3_12b__s1,gemma3:12b,32,1,code_failure,code_failure
p32__gemma3_12b__s2,gemma3:12b,32,2,code_failure,code_failure
p32__gemma3_12b__s3,gemma3:12b,32,3,code_failure,code_failure
p32__gemma3_12b__s4,gemma3:12b,32,4,code_failure,code_failure
p32__gemma3_12b__s5,gemma3:12b,32,5,code_failure,code_failure
p32__gemma3_12b__s6,gemma3:12b,32,6,code_failure,code_failure
p32__gemma3_12b__s7,gemma3:12b,32,7,code_failure,code_failure
p32__gemma3_12b__s8,gemma3:12b,32,8,code_failure,code_failure
p32__gemma3_12b__s9,gemma3:12b,32,9,code_failure,code_failure
p33__gemma3_12b__s0,gemma3:12b,33,0,loud,loud_bug
p33__gemma3_12b__s1,gemma3:12b,33,1,loud,loud_bug
p33__gemma3_12b__s2,gemma3:12b,33,2,loud,loud_bug
p33__gemma3_12b__s3,gemma3:12b,33,3,loud,loud_bug
p33__gemma3_12b__s4,gemma3:12b,33,4,loud,loud_bug
p33__gemma3_12b__s5,gemma3:12b,33,5,loud,loud_bug
p33__gemma3_12b__s6,gemma3:12b,33,6,loud,loud_bug
p33__gemma3_12b__s7,gemma3:12b,33,7,loud,loud_bug
p33__gemma3_12b__s8,gemma3:12b,33,8,loud,loud_bug
p33__gemma3_12b__s9,gemma3:12b,33,9,loud,loud_bug
p34__gemma3_12b__s0,gemma3:12b,34,0,code_failure,code_failure
p34__gemma3_12b__s1,gemma3:12b,34,1,code_failure,code_failure
p34__gemma3_12b__s2,gemma3:12b,34,2,code_failure,code_failure
p34__gemma3_12b__s3,gemma3:12b,34,3,code_failure,code_failure
p34__gemma3_12b__s4,gemma3:12b,34,4,code_failure,code_failure
p34__gemma3_12b__s5,gemma3:12b,34,5,code_failure,code_failure
p34__gemma3_12b__s6,gemma3:12b,34,6,code_failure,code_failure
p34__gemma3_12b__s7,gemma3:12b,34,7,code_failure,code_failure
p34__gemma3_12b__s8,gemma3:12b,34,8,code_failure,code_failure
p34__gemma3_12b__s9,gemma3:12b,34,9,code_failure,code_failure
p35__gemma3_12b__s0,gemma3:12b,35,0,code_failure,code_failure
p35__gemma3_12b__s1,gemma3:12b,35,1,code_failure,code_failure
p35__gemma3_12b__s2,gemma3:12b,35,2,code_failure,code_failure
p35__gemma3_12b__s3,gemma3:12b,35,3,code_failure,code_failure
p35__gemma3_12b__s4,gemma3:12b,35,4,code_failure,code_failure
p35__gemma3_12b__s5,gemma3:12b,35,5,code_failure,code_failure
p35__gemma3_12b__s6,gemma3:12b,35,6,code_failure,code_failure
p35__gemma3_12b__s7,gemma3:12b,35,7,code_failure,code_failure
p35__gemma3_12b__s8,gemma3:12b,35,8,code_failure,code_failure
p35__gemma3_12b__s9,gemma3:12b,35,9,code_failure,code_failure
p36__gemma3_12b__s0,gemma3:12b,36,0,code_failure,code_failure
p36__gemma3_12b__s1,gemma3:12b,36,1,code_failure,code_failure
p36__gemma3_12b__s2,gemma3:12b,36,2,code_failure,code_failure
p36__gemma3_12b__s3,gemma3:12b,36,3,code_failure,code_failure
p36__gemma3_12b__s4,gemma3:12b,36,4,code_failure,code_failure
p36__gemma3_12b__s5,gemma3:12b,36,5,code_failure,code_failure
p36__gemma3_12b__s6,gemma3:12b,36,6,code_failure,code_failure
p36__gemma3_12b__s7,gemma3:12b,36,7,code_failure,code_failure
p36__gemma3_12b__s8,gemma3:12b,36,8,code_failure,code_failure
p36__gemma3_12b__s9,gemma3:12b,36,9,code_failure,code_failure
p37__gemma3_12b__s0,gemma3:12b,37,0,code_failure,code_failure
p37__gemma3_12b__s1,gemma3:12b,37,1,code_failure,code_failure
p37__gemma3_12b__s2,gemma3:12b,37,2,code_failure,code_failure
p37__gemma3_12b__s3,gemma3:12b,37,3,code_failure,code_failure
p37__gemma3_12b__s4,gemma3:12b,37,4,code_failure,code_failure
p37__gemma3_12b__s5,gemma3:12b,37,5,code_failure,code_failure
p37__gemma3_12b__s6,gemma3:12b,37,6,code_failure,code_failure
p37__gemma3_12b__s7,gemma3:12b,37,7,code_failure,code_failure
p37__gemma3_12b__s8,gemma3:12b,37,8,code_failure,code_failure
p37__gemma3_12b__s9,gemma3:12b,37,9,code_failure,code_failure
p38__gemma3_12b__s0,gemma3:12b,38,0,code_failure,code_failure
p38__gemma3_12b__s1,gemma3:12b,38,1,code_failure,code_failure
p38__gemma3_12b__s2,gemma3:12b,38,2,code_failure,code_failure
p38__gemma3_12b__s3,gemma3:12b,38,3,code_failure,code_failure
p38__gemma3_12b__s4,gemma3:12b,38,4,code_failure,code_failure
p38__gemma3_12b__s5,gemma3:12b,38,5,code_failure,code_failure
p38__gemma3_12b__s6,gemma3:12b,38,6,code_failure,code_failure
p38__gemma3_12b__s7,gemma3:12b,38,7,code_failure,code_failure
p38__gemma3_12b__s8,gemma3:12b,38,8,code_failure,code_failure
p38__gemma3_12b__s9,gemma3:12b,38,9,code_failure,code_failure
p39__gemma3_12b__s0,gemma3:12b,39,0,loud,loud_bug
p39__gemma3_12b__s1,gemma3:12b,39,1,code_failure,code_failure
p39__gemma3_12b__s2,gemma3:12b,39,2,loud,loud_bug
p39__gemma3_12b__s3,gemma3:12b,39,3,code_failure,code_failure
p39__gemma3_12b__s4,gemma3:12b,39,4,loud,loud_bug
