run_id,model,problem_id,sample,final_verdict,source_final_label
p16__gpt-5-nano__s1,gpt-5-nano,16,1,correct,correct
p16__gpt-5-nano__s2,gpt-5-nano,16,2,correct,correct
p16__gpt-5-nano__s3,gpt-5-nano,16,3,correct,correct
p16__gpt-5-nano__s4,gpt-5-nano,16,4,correct,correct
p16__gpt-5-nano__s5,gpt-5-nano,16,5,correct,correct
p16__gpt-5-nano__s6,gpt-5-nano,16,6,correct,correct
p16__gpt-5-nano__s7,gpt-5-nano,16,7,correct,correct
p16__gpt-5-nano__s8,gpt-5-nano,16,8,code_failure,code_failure
p16__gpt-5-nano__s9,gpt-5-nano,16,9,code_failure,code_failure
p17__gpt-5-nano__s0,gpt-5-nano,17,0,correct,correct
p17__gpt-5-nano__s1,gpt-5-nano,17,1,correct,correct
p17__gpt-5-nano__s2,gpt-5-nano,17,2,correct,correct
p17__gpt-5-nano__s3,gpt-5-nano,17,3,correct,correct
p17__gpt-5-nano__s4,gpt-5-nano,17,4,correct,correct
p17__gpt-5-nano__s5,gpt-5-nano,17,5,correct,correct
p17__gpt-5-nano__s6,gpt-5-nano,17,6,correct,correct
p17__gpt-5-nano__s7,gpt-5-nano,17,7,correct,correct
p17__gpt-5-nano__s8,gpt-5-nano,17,8,correct,correct
p17__gpt-5-nano__s9,gpt-5-nano,17,9,code_failure,code_failure
p18__gpt-5-nano__s0,gpt-5-nano,18,0,correct,correct
p18__gpt-5-nano__s1,gpt-5-nano,18,1,code_failure,code_failure
p18__gpt-5-nano__s2,gpt-5-nano,18,2,correct,correct
p18__gpt-5-nano__s3,gpt-5-nano,18,3,correct,correct
p18__gpt-5-nano__s4,gpt-5-nano,18,4,correct,correct
p18__gpt-5-nano__s5,gpt-5-nano,18,5,code_failure,code_failure
p18__gpt-5-nano__s6,gpt-5-nano,18,6,correct,correct
p18__gpt-5-nano__s7,gpt-5-nano,18,7,correct,correct
p18__gpt-5-nano__s8,gpt-5-nano,18,8,code_failure,code_failure
p18__gpt-5-nano__s9,gpt-5-nano,18,9,correct,correct
p19__gpt-5-nano__s0,gpt-5-nano,19,0,correct,correct
p19__gpt-5-nano__s1,gpt-5-nano,19,1,correct,correct
p19__gpt-5-nano__s2,gpt-5-nano,19,2,correct,correct
p19__gpt-5-nano__s3,gpt-5-nano,19,3,correct,correct
p19__gpt-5-nano__s4,gpt-5-nano,19,4,code_failure,code_failure
p19__gpt-5-nano__s5,gpt-5-nano,19,5,code_failure,code_failure
p19__gpt-5-nano__s6,gpt-5-nano,19,6,code_failure,code_failure
p19__gpt-5-nano__s7,gpt-5-nano,19,7,correct,correct
p19__gpt-5-nano__s8,gpt-5-nano,19,8,correct,correct
p19__gpt-5-nano__s9,gpt-5-nano,19,9,code_failure,code_failure
p20__gpt-5-nano__s0,gpt-5-nano,20,0,correct,correct
p20__gpt-5-nano__s1,gpt-5-nano,20,1,correct,correct
p20__gpt-5-nano__s2,gpt-5-nano,20,2,correct,correct
p20__gpt-5-nano__s3,gpt-5-nano,20,3,correct,correct
p20__gpt-5-nano__s4,gpt-5-nano,20,4,correct,correct
p20__gpt-5-nano__s5,gpt-5-nano,20,5,correct,correct
p20__gpt-5-nano__s6,gpt-5-nano,20,6,correct,correct
p20__gpt-5-nano__s7,gpt-5-nano,20,7,correct,correct
p20__gpt-5-nano__s8,gpt-5-nano,20,8,correct,correct
p20__gpt-5-nano__s9,gpt-5-nano,20,9,correct,correct
p21__gpt-5-nano__s0,gpt-5-nano,21,0,loud,loud_bug
p21__gpt-5-nano__s1,gpt-5-nano,21,1,code_failure,code_failure
p21__gpt-5-nano__s2,gpt-5-nano,21,2,code_failure,code_failure
p21__gpt-5-nano__s3,gpt-5-nano,21,3,correct,correct
p21__gpt-5-nano__s4,gpt-5-nano,21,4,correct,correct
p21__gpt-5-nano__s5,gpt-5-nano,21,5,correct,correct
p21__gpt-5-nano__s6,gpt-5-nano,21,6,code_failure,code_failure
p21__gpt-5-nano__s7,gpt-5-nano,21,7,correct,correct
p21__gpt-5-nano__s8,gpt-5-nano,21,8,correct,correct
p21__gpt-5-nano__s9,gpt-5-nano,21,9,correct,correct
p22__gpt-5-nano__s0,gpt-5-nano,22,0,silent,silent_bug
p22__gpt-5-nano__s1,gpt-5-nano,22,1,silent,silent_bug
p22__gpt-5-nano__s2,gpt-5-nano,22,2,code_failure,contract_failure
p22__gpt-5-nano__s3,gpt-5-nano,22,3,silent,silent_bug
p22__gpt-5-nano__s4,gpt-5-nano,22,4,code_failure,code_failure
p22__gpt-5-nano__s5,gpt-5-nano,22,5,silent,silent_bug
p22__gpt-5-nano__s6,gpt-5-nano,22,6,code_failure,contract_failure
p22__gpt-5-nano__s7,gpt-5-nano,22,7,silent,silent_bug
p22__gpt-5-nano__s8,gpt-5-nano,22,8,silent,silent_bug
p22__gpt-5-nano__s9,gpt-5-nano,22,9,correct,correct
p23__gpt-5-nano__s0,gpt-5-nano,23,0,correct,correct
p23__gpt-5-nano__s1,gpt-5-nano,23,1,correct,correct
p23__gpt-5-nano__s2,gpt-5-nano,23,2,correct,correct
p23__gpt-5-nano__s3,gpt-5-nano,23,3,correct,correct
p23__gpt-5-nano__s4,gpt-5-nano,23,4,correct,correct
p23__gpt-5-nano__s5,gpt-5-nano,23,5,correct,correct
p23__gpt-5-nano__s6,gpt-5-nano,23,6,correct,correct
p23__gpt-5-nano__s7,gpt-5-nano,23,7,correct,correct
p23__gpt-5-nano__s8,gpt-5-nano,23,8,correct,correct
p23__gpt-5-nano__s9,gpt-5-nano,23,9,correct,correct
p24__gpt-5-nano__s0,gpt-5-nano,24,0,code_failure,code_failure
p24__gpt-5-nano__s1,gpt-5-nano,24,1,correct,correct
p24__gpt-5-nano__s2,gpt-5-nano,24,2,correct,correct
p24__gpt-5-nano__s3,gpt-5-nano,24,3,silent,silent_bug
p24__gpt-5-nano__s4,gpt-5-nano,24,4,code_failure,code_failure
p24__gpt-5-nano__s5,gpt-5-nano,24,5,silent,silent_bug
p24__gpt-5-nano__s6,gpt-5-nano,24,6,silent,silent_bug
p24__gpt-5-nano__s7,gpt-5-nano,24,7,correct,correct
p24__gpt-5-nano__s8,gpt-5-nano,24,8,correct,correct
p24__gpt-5-nano__s9,gpt-5-nano,24,9,correct,correct
p25__gpt-5-nano__s0,gpt-5-nano,25,0,silent,silent_bug
p25__gpt-5-nano__s1,gpt-5-nano,25,1,code_failure,contract_failure
p25__gpt-5-nano__s2,gpt-5-nano,25,2,silent,silent_bug
p25__gpt-5-nano__s3,gpt-5-nano,25,3,code_failure,contract_failure
p25__gpt-5-nano__s4,gpt-5-nano,25,4,code_failure,code_failure
p25__gpt-5-nano__s5,gpt-5-nano,25,5,code_failure,code_failure
p25__gpt-5-nano__s6,gpt-5-nano,25,6,code_failure,code_failure
p25__gpt-5-nano__s7,gpt-5-nano,25,7,code_failure,code_failure
p25__gpt-5-nano__s8,gpt-5-nano,25,8,code_failure,code_failure
p25__gpt-5-nano__s9,gpt-5-nano,25,9,loud,loud_bug
p26__gpt-5-nano__s0,gpt-5-nano,26,0,correct,correct
p26__gpt-5-nano__s1,gpt-5-nano,26,1,correct,correct
p26__gpt-5-nano__s2,gpt-5-nano,26,2,correct,correct
p26__gpt-5-nano__s3,gpt-5-nano,26,3,correct,correct
p26__gpt-5-nano__s4,gpt-5-nano,26,4,correct,correct
p26__gpt-5-nano__s5,gpt-5-nano,26,5,correct,correct
p26__gpt-5-nano__s6,gpt-5-nano,26,6,correct,correct
p26__gpt-5-nano__s7,gpt-5-nano,26,7,code_failure,code_failure
p26__gpt-5-nano__s8,gpt-5-nano,26,8,correct,correct
p26__gpt-5-nano__s9,gpt-5-nano,26,9,correct,correct
p27__gpt-5-nano__s0,gpt-5-nano,27,0,silent,silent_bug
p27__gpt-5-nano__s1,gpt-5-nano,27,1,silent,silent_bug
p27__gpt-5-nano__s2,gpt-5-nano,27,2,silent,silent_bug
p27__gpt-5-nano__s3,gpt-5-nano,27,3,silent,silent_bug
p27__gpt-5-nano__s4,gpt-5-nano,27,4,silent,silent_bug
p27__gpt-5-nano__s5,gpt-5-nano,27,5,silent,silent_bug
p27__gpt-5-nano__s6,gpt-5-nano,27,6,silent,silent_bug
p27__gpt-5-nano__s7,gpt-5-nano,27,7,silent,silent_bug
p27__gpt-5-nano__s8,gpt-5-nano,27,8,silent,silent_bug
p27__gpt-5-nano__s9,gpt-5-nano,27,9,code_failure,code_failure
p28__gpt-5-nano__s0,gpt-5-nano,28,0,loud,loud_bug
p28__gpt-5-nano__s1,gpt-5-nano,28,1,correct,correct
p28__gpt-5-nano__s2,gpt-5-nano,28,2,loud,loud_bug
p28__gpt-5-nano__s3,gpt-5-nano,28,3,loud,loud_bug
p28__gpt-5-nano__s4,gpt-5-nano,28,4,loud,loud_bug
p28__gpt-5-nano__s5,gpt-5-nano,28,5,loud,loud_bug
p28__gpt-5-nano__s6,gpt-5-nano,28,6,correct,correct
p28__gpt-5-nano__s7,gpt-5-nano,28,7,loud,loud_bug
p28__gpt-5-nano__s8,gpt-5-nano,28,8,loud,loud_bug
p28__gpt-5-nano__s9,gpt-5-nano,28,9,correct,correct
p29__gpt-5-nano__s0,gpt-5-nano,29,0,correct,correct
p29__gpt-5-nano__s1,gpt-5-nano,29,1,code_failure,code_failure
p29__gpt-5-nano__s2,gpt-5-nano,29,2,correct,correct
p29__gpt-5-nano__s3,gpt-5-nano,29,3,correct,correct
p29__gpt-5-nano__s4,gpt-5-nano,29,4,code_failure,code_failure
p29__gpt-5-nano__s5,gpt-5-nano,29,5,correct,correct
p29__gpt-5-nano__s6,gpt-5-nano,29,6,correct,correct
p29__gpt-5-nano__s7,gpt-5-nano,29,7,correct,correct
p29__gpt-5-nano__s8,gpt-5-nano,29,8,correct,correct
p29__gpt-5-nano__s9,gpt-5-nano,29,9,correct,correct
p30__gpt-5-nano__s0,gpt-5-nano,30,0,code_failure,contract_failure
p30__gpt-5-nano__s1,gpt-5-nano,30,1,silent,silent_bug
p30__gpt-5-nano__s2,gpt-5-nano,30,2,code_failure,code_failure
p30__gpt-5-nano__s3,gpt-5-nano,30,3,loud,loud_bug
p30__gpt-5-nano__s4,gpt-5-nano,30,4,silent,silent_bug
p30__gpt-5-nano__s5,gpt-5-nano,30,5,loud,loud_bug
p30__gpt-5-nano__s6,gpt-5-nano,30,6,correct,correct
p30__gpt-5-nano__s7,gpt-5-nano,30,7,correct,correct
p30__gpt-5-nano__s8,gpt-5-nano,30,8,code_failure,code_failure
p30__gpt-5-nano__s9,gpt-5-nano,30,9,code_failure,contract_failure
p31__gpt-5-nano__s0,gpt-5-nano,31,0,silent,silent_bug
p31__gpt-5-nano__s1,gpt-5-nano,31,1,code_failure,code_failure
p31__gpt-5-nano__s2,gpt-5-nano,31,2,code_failure,contract_failure
p31__gpt-5-nano__s3,gpt-5-nano,31,3,code_failure,contract_failure
p31__gpt-5-nano__s4,gpt-5-nano,31,4,loud,loud_bug
p31__gpt-5-nano__s5,gpt-5-nano,31,5,code_failure,contract_failure
p31__gpt-5-nano__s6,gpt-5-nano,31,6,code_failure,contract_failure
p31__gpt-5-nano__s7,gpt-5-nano,31,7,code_failure,code_failure
p31__gpt-5-nano__s8,gpt-5-nano,31,8,code_failure,contract_failure
p31__gpt-5-nano__s9,gpt-5-nano,31,9,code_failure,code_failure
p32__gpt-5-nano__s0,gpt-5-nano,32,0,correct,correct
p32__gpt-5-nano__s1,gpt-5-nano,32,1,correct,correct
p32__gpt-5-nano__s2,gpt-5-nano,32,2,loud,loud_bug
p32__gpt-5-nano__s3,gpt-5-nano,32,3,loud,loud_bug
p32__gpt-5-nano__s4,gpt-5-nano,32,4,correct,correct
p32__gpt-5-nano__s5,gpt-5-nano,32,5,correct,correct
p32__gpt-5-nano__s6,gpt-5-nano,32,6,correct,correct
p32__gpt-5-nano__s7,gpt-5-nano,32,7,silent,silent_bug
p32__gpt-5-nano__s8,gpt-5-nano,32,8,loud,loud_bug
p32__gpt-5-nano__s9,gpt-5-nano,32,9,code_failure,schema_failure
p33__gpt-5-nano__s0,gpt-5-nano,33,0,correct,correct
p33__gpt-5-nano__s1,gpt-5-nano,33,1,loud,loud_bug
p33__gpt-5-nano__s2,gpt-5-nano,33,2,loud,loud_bug
p33__gpt-5-nano__s3,gpt-5-nano,33,3,silent,silent_bug
p33__gpt-5-nano__s4,gpt-5-nano,33,4,loud,loud_bug
p33__gpt-5-nano__s5,gpt-5-nano,33,5,code_failure,contract_failure
p33__gpt-5-nano__s6,gpt-5-nano,33,6,correct,correct
p33__gpt-5-nano__s7,gpt-5-nano,33,7,code_failure,contract_failure
p33__gpt-5-nano__s8,gpt-5-nano,33,8,silent,silent_bug
p33__gpt-5-nano__s9,gpt-5-nano,33,9,silent,silent_bug
p34__gpt-5-nano__s0,gpt-5-nano,34,0,correct,correct
p34__gpt-5-nano__s1,gpt-5-nano,34,1,correct,correct
p34__gpt-5-nano__s2,gpt-5-nano,34,2,correct,correct
p34__gpt-5-nano__s3,gpt-5-nano,34,3,correct,correct
p34__gpt-5-nano__s4,gpt-5-nano,34,4,correct,correct
p34__gpt-5-nano__s5,gpt-5-nano,34,5,correct,correct
p34__gpt-5-nano__s6,gpt-5-nano,34,6,correct,correct
p34__gpt-5-nano__s7,gpt-5-nano,34,7,code_failure,code_failure
p34__gpt-5-nano__s8,gpt-5-nano,34,8,correct,correct
p34__gpt-5-nano__s9,gpt-5-nano,34,9,correct,correct
p35__gpt-5-nano__s0,gpt-5-nano,35,0,correct,correct
p35__gpt-5-nano__s1,gpt-5-nano,35,1,correct,correct
p35__gpt-5-nano__s2,gpt-5-nano,35,2,code_failure,code_failure
p35__gpt-5-nano__s3,gpt-5-nano,35,3,correct,correct
p35__gpt-5-nano__s4,gpt-5-nano,35,4,correct,correct
p35__gpt-5-nano__s5,gpt-5-nano,35,5,correct,correct
p35__gpt-5-nano__s6,gpt-5-nano,35,6,correct,correct
p35__gpt-5-nano__s7,gpt-5-nano,35,7,correct,correct
p35__gpt-5-nano__s8,gpt-5-nano,35,8,correct,correct
p35__gpt-5-nano__s9,gpt-5-nano,35,9,correct,correct
p36__gpt-5-nano__s0,gpt-5-nano,36,0,correct,correct
p36__gpt-5-nano__s1,gpt-5-nano,36,1,correct,correct
p36__gpt-5-nano__s2,gpt-5-nano,36,2,silent,silent_bug
p36__gpt-5-nano__s3,gpt-5-nano,36,3,code_failure,code_failure
p36__gpt-5-nano__s4,gpt-5-nano,36,4,correct,correct
p36__gpt-5-nano__s5,gpt-5-nano,36,5,correct,correct
p36__gpt-5-nano__s6,gpt-5-nano,36,6,correct,correct
p36__gpt-5-nano__s7,gpt-5-nano,36,7,correct,correct
p36__gpt-5-nano__s8,gpt-5-nano,36,8,code_failure,schema_failure
p36__gpt-5-nano__s9,gpt-5-nano,36,9,code_failure,code_failure
p37__gpt-5-nano__s0,gpt-5-nano,37,0,correct,correct
p37__gpt-5-nano__s1,gpt-5-nano,37,1,correct,correct
p37__gpt-5-nano__s2,gpt-5-nano,37,2,correct,correct
p37__gpt-5-nano__s3,gpt-5-nano,37,3,correct,correct
p37__gpt-5-nano__s4,gpt-5-nano,37,4,correct,correct
p37__gpt-5-nano__s5,gpt-5-nano,37,5,correct,correct
p37__gpt-5-nano__s6,gpt-5-nano,37,6,correct,correct
p37__gpt-5-nano__s7,gpt-5-nano,37,7,correct,correct
p37__gpt-5-nano__s8,gpt-5-nano,37,8,correct,correct
p37__gpt-5-nano__s9,gpt-5-nano,37,9,correct,correct
p38__gpt-5-nano__s0,gpt-5-nano,38,0,correct,correct
p38__gpt-5-nano__s1,gpt-5-nano,38,1,correct,correct
p38__gpt-5-nano__s2,gpt-5-nano,38,2,correct,correct
p38__gpt-5-nano__s3,gpt-5-nano,38,3,correct,correct
p38__gpt-5-nano__s4,gpt-5-nano,38,4,correct,correct
p38__gpt-5-nano__s5,gpt-5-nano,38,5,correct,correct
p38__gpt-5-nano__s6,gpt-5-nano,38,6,correct,correct
p38__gpt-5-nano__s7,gpt-5-nano,38,7,correct,correct
p38__gpt-5-nano__s8,gpt-5-nano,38,8,correct,correct
p38__gpt-5-nano__s9,gpt-5-nano,38,9,correct,correct
p39__gpt-5-nano__s0,gpt-5-nano,39,0,correct,correct
p39__gpt-5-nano__s1,gpt-5-nano,39,1,correct,correct
p39__gpt-5-nano__s2,gpt-5-nano,39,2,correct,correct
p39__gpt-5-nano__s3,gpt-5-nano,39,3,correct,correct
p39__gpt-5-nano__s4,gpt-5-nano,39,4,correct,correct
p39__gpt-5-nano__s5,gpt-5-nano,39,5,correct,correct
p39__gpt-5-nano__s6,gpt-5-nano,39,6,correct,correct
p39__gpt-5-nano__s7,gpt-5-nano,39,7,correct,correct
p39__gpt-5-nano__s8,gpt-5-nano,39,8,correct,correct
p39__gpt-5-nano__s9,gpt-5-nano,39,9,correct,correct
p40__gpt-5-nano__s0,gpt-5-nano,40,0,silent,silent_bug
p40__gpt-5-nano__s1,gpt-5-nano,40,1,code_failure,contract_failure
p40__gpt-5-nano__s2,gpt-5-nano,40,2,silent,silent_bug
p40__gpt-5-nano__s3,gpt-5-nano,40,3,code_failure,code_failure
