run_id,model,problem_id,original_problem_id,sample,label,raw_label,final_label,extraction_mode,code_ran,schema_ok,objective_match,has_build_model,failed_checks,failed_requirement_checks,formulation_violations,flagged_formulation_violations,audit_error,prompt_hash,response_time_sec,prompt_eval_count,eval_count,output_truncated,silent_bug_type,silent_bug_requirements,silent_bug_source,report_categories,total_requirement_count,layer1_requirement_count,canonical_layer1_requirement_count,layer2_active_probe_count,total_diagnostic_requirement_count,failed_requirement_check_count,formulation_violation_count,total_violation_count,error_type,error_detail
p2__llama3.3_70b__s0,llama3.3:70b,2,2,0,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,44.149,1242,653,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s1,llama3.3:70b,2,2,1,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,42.015,1242,659,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s2,llama3.3:70b,2,2,2,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,41.995,1242,659,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s3,llama3.3:70b,2,2,3,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,41.989,1242,659,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s4,llama3.3:70b,2,2,4,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,41.994,1242,659,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s5,llama3.3:70b,2,2,5,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,41.994,1242,659,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s6,llama3.3:70b,2,2,6,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,41.593,1242,652,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s7,llama3.3:70b,2,2,7,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,45.501,1242,653,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s8,llama3.3:70b,2,2,8,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,42.19,1242,659,False,,,none,,9,8,8,9,17,0,0,0,,
p2__llama3.3_70b__s9,llama3.3:70b,2,2,9,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,41.656,1242,653,False,,,none,,9,8,8,9,17,0,0,0,,
p3__llama3.3_70b__s0,llama3.3:70b,3,3,0,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,37.268,1270,544,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p3__llama3.3_70b__s1,llama3.3:70b,3,3,1,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p3.R6.C1,p3.obj.C2",p3.R6.C1,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,38.154,1270,596,False,,,none,,9,8,8,9,17,1,0,1,,
p3__llama3.3_70b__s2,llama3.3:70b,3,3,2,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,34.399,1270,538,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p3__llama3.3_70b__s3,llama3.3:70b,3,3,3,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,37.089,1270,581,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p3__llama3.3_70b__s4,llama3.3:70b,3,3,4,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,37.33,1270,584,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p3__llama3.3_70b__s5,llama3.3:70b,3,3,5,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,35.534,1270,555,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p3__llama3.3_70b__s5/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p3__llama3.3_70b__s5/generated_model.py"", line 40, in solve
    ""s2"": model.getVarByName(""s2"").X,
AttributeError: 'NoneType' object has no attribute 'X'"
p3__llama3.3_70b__s6,llama3.3:70b,3,3,6,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,37.486,1270,584,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p3__llama3.3_70b__s7,llama3.3:70b,3,3,7,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p3.R6.C1,p3.obj.C2",p3.R6.C1,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,34.663,1270,539,False,,,none,,9,8,8,9,17,1,0,1,,
p3__llama3.3_70b__s8,llama3.3:70b,3,3,8,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,34.427,1270,538,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p3__llama3.3_70b__s9,llama3.3:70b,3,3,9,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p3.R2.C1,p3.R3.C1","p3.R2.C1,p3.R3.C1","R2,R3",,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,38.432,1270,602,False,structural_constraint_error,"R2,R3",solution_and_formulation,constraint_misspecification,9,8,8,9,17,2,2,4,,
p4__llama3.3_70b__s0,llama3.3:70b,4,4,0,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,35.582,1343,513,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s0/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s0/generated_model.py"", line 34, in solve
    ""chicken"": model.getVarByName(""chicken"").X,
AttributeError: 'NoneType' object has no attribute 'X'"
p4__llama3.3_70b__s1,llama3.3:70b,4,4,1,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,33.011,1343,516,False,,,none,,6,5,5,6,11,1,0,1,,
p4__llama3.3_70b__s2,llama3.3:70b,4,4,2,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,29.403,1343,459,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s2/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s2/generated_model.py"", line 33, in solve
    solution = {
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s2/generated_model.py"", line 34, in <dictcomp>
    food: model.getVarByName(food).X for food in data[""foods""]
AttributeError: 'NoneType' object has no attribute 'X'"
p4__llama3.3_70b__s3,llama3.3:70b,4,4,3,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,29.402,1343,459,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s3/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s3/generated_model.py"", line 33, in solve
    solution = {
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s3/generated_model.py"", line 34, in <dictcomp>
    food: model.getVarByName(food).X for food in data[""foods""]
AttributeError: 'NoneType' object has no attribute 'X'"
p4__llama3.3_70b__s4,llama3.3:70b,4,4,4,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,29.408,1343,459,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s4/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s4/generated_model.py"", line 33, in solve
    solution = {
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s4/generated_model.py"", line 34, in <dictcomp>
    food: model.getVarByName(food).X for food in data[""foods""]
AttributeError: 'NoneType' object has no attribute 'X'"
p4__llama3.3_70b__s5,llama3.3:70b,4,4,5,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,32.025,1343,499,False,,,none,,6,5,5,6,11,1,0,1,,
p4__llama3.3_70b__s6,llama3.3:70b,4,4,6,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,33.235,1343,516,False,,,none,,6,5,5,6,11,1,0,1,,
p4__llama3.3_70b__s7,llama3.3:70b,4,4,7,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,32.976,1343,513,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s7/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s7/generated_model.py"", line 34, in solve
    ""chicken"": model.getVarByName(""chicken"").X,
AttributeError: 'NoneType' object has no attribute 'X'"
p4__llama3.3_70b__s8,llama3.3:70b,4,4,8,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,29.437,1343,459,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s8/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s8/generated_model.py"", line 33, in solve
    solution = {
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s8/generated_model.py"", line 34, in <dictcomp>
    food: model.getVarByName(food).X for food in data[""foods""]
AttributeError: 'NoneType' object has no attribute 'X'"
p4__llama3.3_70b__s9,llama3.3:70b,4,4,9,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,29.433,1343,459,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s9/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s9/generated_model.py"", line 33, in solve
    solution = {
  File ""/project/eick/maamr/sirl_exp1/results/llama33_70b_10samples_ctx8192/execution_workdirs/p4__llama3.3_70b__s9/generated_model.py"", line 34, in <dictcomp>
    food: model.getVarByName(food).X for food in data[""foods""]
AttributeError: 'NoneType' object has no attribute 'X'"
