run_id,model,problem_id,original_problem_id,sample,label,raw_label,final_label,extraction_mode,code_ran,schema_ok,objective_match,has_build_model,failed_checks,failed_requirement_checks,formulation_violations,flagged_formulation_violations,audit_error,prompt_hash,response_time_sec,prompt_eval_count,eval_count,output_truncated,silent_bug_type,silent_bug_requirements,silent_bug_source,report_categories,total_requirement_count,layer1_requirement_count,canonical_layer1_requirement_count,layer2_active_probe_count,total_diagnostic_requirement_count,failed_requirement_check_count,formulation_violation_count,total_violation_count,error_type,error_detail
p2__chenyitian-shanshu_SIRL-Gurobi__s0,chenyitian-shanshu/SIRL-Gurobi,2,2,0,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,138.727,1256,756,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s0/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s0/generated_model.py"", line 47, in solve
    model, variables = build_model(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s0/generated_model.py"", line 42, in build_model
    model.setObjective(gp.quicksum(variables[course] for course in courses), GRB.MINIMIZE)
  File ""src/gurobipy/gurobi.pxi"", line 3842, in gurobipy.quicksum
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s0/generated_model.py"", line 42, in <genexpr>
    model.setObjective(gp.quicksum(variables[course] for course in courses), GRB.MINIMIZE)
KeyError: 'calculus'"
p2__chenyitian-shanshu_SIRL-Gurobi__s1,chenyitian-shanshu/SIRL-Gurobi,2,2,1,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,137.69,1256,753,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s1/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s1/generated_model.py"", line 47, in solve
    model, variables = build_model(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s1/generated_model.py"", line 42, in build_model
    model.setObjective(gp.quicksum(variables[course] for course in courses), GRB.MINIMIZE)
  File ""src/gurobipy/gurobi.pxi"", line 3842, in gurobipy.quicksum
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s1/generated_model.py"", line 42, in <genexpr>
    model.setObjective(gp.quicksum(variables[course] for course in courses), GRB.MINIMIZE)
KeyError: 'calculus'"
p2__chenyitian-shanshu_SIRL-Gurobi__s2,chenyitian-shanshu/SIRL-Gurobi,2,2,2,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,131.91,1256,720,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s2/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s2/generated_model.py"", line 47, in solve
    model, variables = build_model(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s2/generated_model.py"", line 42, in build_model
    model.setObjective(gp.quicksum(variables[course] for course in courses), GRB.MINIMIZE)
  File ""src/gurobipy/gurobi.pxi"", line 3842, in gurobipy.quicksum
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p2__chenyitian-shanshu_SIRL-Gurobi__s2/generated_model.py"", line 42, in <genexpr>
    model.setObjective(gp.quicksum(variables[course] for course in courses), GRB.MINIMIZE)
KeyError: 'calculus'"
p2__chenyitian-shanshu_SIRL-Gurobi__s3,chenyitian-shanshu/SIRL-Gurobi,2,2,3,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R2.C1,p2.R3.C1,p2.R6.C1,p2.obj.C2","p2.R2.C1,p2.R3.C1,p2.R6.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,128.341,1256,705,False,,,none,,9,8,8,9,17,3,0,3,,
p2__chenyitian-shanshu_SIRL-Gurobi__s4,chenyitian-shanshu/SIRL-Gurobi,2,2,4,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R3.C1,p2.R5.C1,p2.R7.C1,p2.obj.C2","p2.R3.C1,p2.R5.C1,p2.R7.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,187.778,1256,1032,False,,,none,,9,8,8,9,17,3,0,3,,
p2__chenyitian-shanshu_SIRL-Gurobi__s5,chenyitian-shanshu/SIRL-Gurobi,2,2,5,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R2.C1,p2.R3.C1,p2.R6.C1,p2.obj.C2","p2.R2.C1,p2.R3.C1,p2.R6.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,128.647,1256,708,False,,,none,,9,8,8,9,17,3,0,3,,
p2__chenyitian-shanshu_SIRL-Gurobi__s6,chenyitian-shanshu/SIRL-Gurobi,2,2,6,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R5.C1,p2.R6.C1,p2.R7.C1,p2.obj.C2","p2.R5.C1,p2.R6.C1,p2.R7.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,130.123,1256,711,False,,,none,,9,8,8,9,17,3,0,3,,
p2__chenyitian-shanshu_SIRL-Gurobi__s7,chenyitian-shanshu/SIRL-Gurobi,2,2,7,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R2.C1,p2.R3.C1,p2.R6.C1,p2.obj.C2","p2.R2.C1,p2.R3.C1,p2.R6.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,130.641,1256,714,False,,,none,,9,8,8,9,17,3,0,3,,
p2__chenyitian-shanshu_SIRL-Gurobi__s8,chenyitian-shanshu/SIRL-Gurobi,2,2,8,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R2.C1,p2.R3.C1,p2.R6.C1,p2.obj.C2","p2.R2.C1,p2.R3.C1,p2.R6.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,128.251,1256,714,False,,,none,,9,8,8,9,17,3,0,3,,
p2__chenyitian-shanshu_SIRL-Gurobi__s9,chenyitian-shanshu/SIRL-Gurobi,2,2,9,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R2.C1,p2.R3.C1,p2.R6.C1,p2.obj.C2","p2.R2.C1,p2.R3.C1,p2.R6.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,129.1,1256,708,False,,,none,,9,8,8,9,17,3,0,3,,
p3__chenyitian-shanshu_SIRL-Gurobi__s0,chenyitian-shanshu/SIRL-Gurobi,3,3,0,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,266.611,1351,1455,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s1,chenyitian-shanshu/SIRL-Gurobi,3,3,1,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,261.264,1351,1454,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s2,chenyitian-shanshu/SIRL-Gurobi,3,3,2,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,267.96,1351,1478,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s3,chenyitian-shanshu/SIRL-Gurobi,3,3,3,schema_failure,schema_failure,schema_failure,clean_fenced,True,False,False,True,,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,110.633,1351,617,False,,,none,,,,,,,0,0,0,schema_failure,result['solution'] is not a dict
p3__chenyitian-shanshu_SIRL-Gurobi__s4,chenyitian-shanshu/SIRL-Gurobi,3,3,4,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p3.obj.C1,p3.obj.C2",,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,85.532,1351,476,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s5,chenyitian-shanshu/SIRL-Gurobi,3,3,5,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,266.78,1351,1454,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s6,chenyitian-shanshu/SIRL-Gurobi,3,3,6,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,266.899,1351,1454,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s7,chenyitian-shanshu/SIRL-Gurobi,3,3,7,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,266.689,1351,1453,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s8,chenyitian-shanshu/SIRL-Gurobi,3,3,8,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,267.049,1351,1454,False,,,none,,9,8,8,9,17,0,0,0,,
p3__chenyitian-shanshu_SIRL-Gurobi__s9,chenyitian-shanshu/SIRL-Gurobi,3,3,9,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p3.obj.C1,p3.obj.C2",,,,,06f21baafa3c1f9e7e43acc3898621e66105f47b1f9390380cc94ccadf2a4c92,85.462,1351,476,False,,,none,,9,8,8,9,17,0,0,0,,
p4__chenyitian-shanshu_SIRL-Gurobi__s0,chenyitian-shanshu/SIRL-Gurobi,4,4,0,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,72.998,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s1,chenyitian-shanshu/SIRL-Gurobi,4,4,1,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,72.948,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s2,chenyitian-shanshu/SIRL-Gurobi,4,4,2,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,74.384,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s3,chenyitian-shanshu/SIRL-Gurobi,4,4,3,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,74.375,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s4,chenyitian-shanshu/SIRL-Gurobi,4,4,4,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,74.394,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s5,chenyitian-shanshu/SIRL-Gurobi,4,4,5,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,74.499,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s6,chenyitian-shanshu/SIRL-Gurobi,4,4,6,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,74.344,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s7,chenyitian-shanshu/SIRL-Gurobi,4,4,7,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,72.92,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s8,chenyitian-shanshu/SIRL-Gurobi,4,4,8,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,72.687,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p4__chenyitian-shanshu_SIRL-Gurobi__s9,chenyitian-shanshu/SIRL-Gurobi,4,4,9,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,72.867,1403,406,False,,,none,,6,5,5,6,11,1,0,1,,
p5__chenyitian-shanshu_SIRL-Gurobi__s0,chenyitian-shanshu/SIRL-Gurobi,5,5,0,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,155.974,1277,876,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s1,chenyitian-shanshu/SIRL-Gurobi,5,5,1,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p5.R5.C1,p5.R6.C1","p5.R5.C1,p5.R6.C1","R5,R6",,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,153.266,1277,860,False,linking_or_logic_error,"R5,R6",solution_and_formulation,linking_or_logic_error,9,8,8,9,17,2,2,4,,
p5__chenyitian-shanshu_SIRL-Gurobi__s2,chenyitian-shanshu/SIRL-Gurobi,5,5,2,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,158.369,1277,866,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s3,chenyitian-shanshu/SIRL-Gurobi,5,5,3,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,157.687,1277,867,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s4,chenyitian-shanshu/SIRL-Gurobi,5,5,4,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,159.366,1277,876,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s5,chenyitian-shanshu/SIRL-Gurobi,5,5,5,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,228.03,1277,1248,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p5__chenyitian-shanshu_SIRL-Gurobi__s5/execute_generated.py"", line 48, in <module>
    result = module.solve(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p5__chenyitian-shanshu_SIRL-Gurobi__s5/generated_model.py"", line 86, in solve
    model, variables = build_model(data)
  File ""/project/eick/maamr/sirl_exp1/results/sirl_8bit_full_10samples/execution_workdirs/p5__chenyitian-shanshu_SIRL-Gurobi__s5/generated_model.py"", line 81, in build_model
    model.addConstr(variables[""sel_"" + course_names[course]][course] <= variables[""sel_"" + course_names[prerequisite]][prerequisite])
KeyError: 'sel_business statistics'"
p5__chenyitian-shanshu_SIRL-Gurobi__s6,chenyitian-shanshu/SIRL-Gurobi,5,5,6,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,157.698,1277,866,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s7,chenyitian-shanshu/SIRL-Gurobi,5,5,7,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,173.433,1277,951,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s8,chenyitian-shanshu/SIRL-Gurobi,5,5,8,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,157.01,1277,866,False,,,none,,9,8,8,9,17,0,0,0,,
p5__chenyitian-shanshu_SIRL-Gurobi__s9,chenyitian-shanshu/SIRL-Gurobi,5,5,9,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,p5.R4.C1,p5.R4.C1,"R4,R5,R6",,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,144.182,1277,795,False,linking_or_logic_error,"R4 + fviol:R5,R6",solution_and_formulation,linking_or_logic_error,9,8,8,9,17,1,3,4,,
p6__chenyitian-shanshu_SIRL-Gurobi__s0,chenyitian-shanshu/SIRL-Gurobi,6,6,0,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p6.R_bal_1.C1,p6.R_bal_3.C1,p6.R_bal_5.C1,p6.obj.C2","p6.R_bal_1.C1,p6.R_bal_3.C1,p6.R_bal_5.C1",,,,5da4c2f02a828486a6d609579a7fa4938f3301e8563e6f426f7f96f411d68931,323.817,2377,1756,False,,,none,,7,6,6,7,13,3,0,3,,
p6__chenyitian-shanshu_SIRL-Gurobi__s1,chenyitian-shanshu/SIRL-Gurobi,6,6,1,schema_failure,schema_failure,schema_failure,clean_fenced,True,False,False,True,,,,,,5da4c2f02a828486a6d609579a7fa4938f3301e8563e6f426f7f96f411d68931,473.872,2377,2548,False,,,none,,,,,,,0,0,0,schema_failure,result['solution'] is not a dict
p6__chenyitian-shanshu_SIRL-Gurobi__s2,chenyitian-shanshu/SIRL-Gurobi,6,6,2,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p6.R_bal_1.C1,p6.R_bal_3.C1,p6.obj.C2","p6.R_bal_1.C1,p6.R_bal_3.C1",,,,5da4c2f02a828486a6d609579a7fa4938f3301e8563e6f426f7f96f411d68931,324.118,2377,1751,False,,,none,,7,6,6,7,13,2,0,2,,
p6__chenyitian-shanshu_SIRL-Gurobi__s3,chenyitian-shanshu/SIRL-Gurobi,6,6,3,schema_failure,schema_failure,schema_failure,clean_fenced,True,False,False,True,,,,,,5da4c2f02a828486a6d609579a7fa4938f3301e8563e6f426f7f96f411d68931,252.056,2377,1366,False,,,none,,,,,,,0,0,0,schema_failure,missing solution key: x_1_2; missing solution key: x_1_3; missing solution key: x_1_4; missing solution key: x_1_5; missing solution key: x_2_1; missing solution key: x_2_3; missing solution key: x_2_4; missing solution key: x_2_5; missing solution key: x_3_1; missing solution key: x_3_2; missing solution key: x_3_4; missing solution key: x_3_5; missing solution key: x_4_1; missing solution key: x_4_2; missing solution key: x_4_3; missing solution key: x_4_5; missing solution key: x_5_1; missing solution key: x_5_2; missing solution key: x_5_3; missing solution key: x_5_4
