run_id,model,problem_id,original_problem_id,sample,label,raw_label,final_label,extraction_mode,code_ran,schema_ok,objective_match,has_build_model,failed_checks,failed_requirement_checks,formulation_violations,flagged_formulation_violations,audit_error,prompt_hash,response_time_sec,prompt_eval_count,eval_count,output_truncated,silent_bug_type,silent_bug_requirements,silent_bug_source,report_categories,total_requirement_count,layer1_requirement_count,canonical_layer1_requirement_count,layer2_active_probe_count,total_diagnostic_requirement_count,failed_requirement_check_count,formulation_violation_count,total_violation_count,error_type,error_detail
p2__gemma3_12b__s0,gemma3:12b,2,2,0,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R3.C1,p2.R7.C1,p2.obj.C2","p2.R3.C1,p2.R7.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,93.27,1393,914,False,,,none,,9,8,8,9,17,2,0,2,,
p2__gemma3_12b__s1,gemma3:12b,2,2,1,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,93.017,1393,892,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s1\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s1\generated_model.py"", line 47, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s1\generated_model.py"", line 41, in build_model
    m.setObjective(gp.quicksum([variables[key] for key in variables]), gp.MINIMIZE)
                                                                       ^^^^^^^^^^^
AttributeError: module 'gurobipy' has no attribute 'MINIMIZE'"
p2__gemma3_12b__s2,gemma3:12b,2,2,2,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,94.086,1393,901,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s2\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s2\generated_model.py"", line 47, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s2\generated_model.py"", line 41, in build_model
    m.setObjective(gp.quicksum([variables[key] for key in variables]), gp.MINIMIZE)
                                                                       ^^^^^^^^^^^
AttributeError: module 'gurobipy' has no attribute 'MINIMIZE'"
p2__gemma3_12b__s3,gemma3:12b,2,2,3,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,94.336,1393,892,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s3\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s3\generated_model.py"", line 47, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p2__gemma3_12b__s3\generated_model.py"", line 41, in build_model
    m.setObjective(gp.quicksum([variables[key] for key in variables]), gp.MINIMIZE)
                                                                       ^^^^^^^^^^^
AttributeError: module 'gurobipy' has no attribute 'MINIMIZE'"
p2__gemma3_12b__s4,gemma3:12b,2,2,4,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,p2.R7.C1,p2.R7.C1,"R7,R8",,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,92.932,1393,906,False,linking_or_logic_error,R7 + fviol:R8,solution_and_formulation,linking_or_logic_error,9,8,8,9,17,1,2,3,,
p2__gemma3_12b__s5,gemma3:12b,2,2,5,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,p2.R8.C1,p2.R8.C1,"R7,R8",,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,129.127,1393,1353,False,linking_or_logic_error,R8 + fviol:R7,solution_and_formulation,linking_or_logic_error,9,8,8,9,17,1,2,3,,
p2__gemma3_12b__s6,gemma3:12b,2,2,6,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,p2.R7.C1,p2.R7.C1,"R7,R8",,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,95.62,1393,900,False,linking_or_logic_error,R7 + fviol:R8,solution_and_formulation,linking_or_logic_error,9,8,8,9,17,1,2,3,,
p2__gemma3_12b__s7,gemma3:12b,2,2,7,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,"p2.R5.C1,p2.R6.C1","p2.R5.C1,p2.R6.C1",R5,R6,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,87.138,1393,799,False,linking_or_logic_error,"R5,R6",solution_and_formulation,linking_or_logic_error,9,8,8,9,17,2,1,3,,
p2__gemma3_12b__s8,gemma3:12b,2,2,8,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p2.R1.C1,p2.R3.C1,p2.R5.C1,p2.R7.C1,p2.obj.C2","p2.R1.C1,p2.R3.C1,p2.R5.C1,p2.R7.C1",,,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,137.16,1393,1461,False,,,none,,9,8,8,9,17,4,0,4,,
p2__gemma3_12b__s9,gemma3:12b,2,2,9,silent_bug,silent_bug,silent_bug,clean_fenced,True,True,True,True,p2.R7.C1,p2.R7.C1,"R7,R8",,,cb63d386a3ed192e2ffb4f5ffe3a89d2eace331a8499a26195661ce29656ccba,94.181,1393,900,False,linking_or_logic_error,R7 + fviol:R8,solution_and_formulation,linking_or_logic_error,9,8,8,9,17,1,2,3,,
p3__gemma3_12b__s0,gemma3:12b,3,3,0,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,97.985,1473,978,False,,,none,,9,8,8,9,17,0,0,0,,
p3__gemma3_12b__s1,gemma3:12b,3,3,1,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,93.177,1473,883,False,,,none,,,,,,,0,0,0,syntax_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s1\execute_generated.py"", line 11, in <module>
    spec.loader.exec_module(module)
  File ""<frozen importlib._bootstrap_external>"", line 995, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 1133, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 1063, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 488, in _call_with_frames_removed
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s1\generated_model.py"", line 32
    m.addConstr(gp.quicksum([
               ^
SyntaxError: '(' was never closed"
p3__gemma3_12b__s2,gemma3:12b,3,3,2,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,99.878,1473,978,False,,,none,,9,8,8,9,17,0,0,0,,
p3__gemma3_12b__s3,gemma3:12b,3,3,3,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,p3.obj.C2,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,99.096,1473,934,False,,,none,,9,8,8,9,17,0,0,0,,
p3__gemma3_12b__s4,gemma3:12b,3,3,4,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p3.R3.C1,p3.R4.C1,p3.R5.C1,p3.R6.C1,p3.obj.C2","p3.R3.C1,p3.R4.C1,p3.R5.C1,p3.R6.C1",,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,102.74,1473,1000,False,,,none,,9,8,8,9,17,4,0,4,,
p3__gemma3_12b__s5,gemma3:12b,3,3,5,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,96.657,1473,883,False,,,none,,,,,,,0,0,0,syntax_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s5\execute_generated.py"", line 11, in <module>
    spec.loader.exec_module(module)
  File ""<frozen importlib._bootstrap_external>"", line 995, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 1133, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 1063, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 488, in _call_with_frames_removed
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s5\generated_model.py"", line 32
    m.addConstr(gp.quicksum([
               ^
SyntaxError: '(' was never closed"
p3__gemma3_12b__s6,gemma3:12b,3,3,6,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,73.471,1473,624,False,,,none,,9,8,8,9,17,0,0,0,,
p3__gemma3_12b__s7,gemma3:12b,3,3,7,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,93.288,1473,872,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s7\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s7\generated_model.py"", line 56, in solve
    objective = model.ObjVal
                ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p3__gemma3_12b__s8,gemma3:12b,3,3,8,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,102.354,1473,989,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s8\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s8\generated_model.py"", line 59, in solve
    objective = model.ObjVal
                ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p3__gemma3_12b__s9,gemma3:12b,3,3,9,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,f6a15386779372e40de40ff60748c0e9b36e25b3c89fd22b10c22040ea134151,93.748,1473,879,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s9\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p3__gemma3_12b__s9\generated_model.py"", line 55, in solve
    objective = model.ObjVal
                ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2226, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 119, in gurobipy._attrutil._getattr
AttributeError: Unable to retrieve attribute 'ObjVal'. Did you mean: 'ObjNVal'?"
p4__gemma3_12b__s0,gemma3:12b,4,4,0,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,73.454,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s1,gemma3:12b,4,4,1,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,68.366,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s2,gemma3:12b,4,4,2,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,69.076,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s3,gemma3:12b,4,4,3,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,67.895,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s4,gemma3:12b,4,4,4,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,68.346,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s5,gemma3:12b,4,4,5,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,67.286,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s6,gemma3:12b,4,4,6,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,69.499,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s7,gemma3:12b,4,4,7,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,67.436,1515,629,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s8,gemma3:12b,4,4,8,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,66.949,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p4__gemma3_12b__s9,gemma3:12b,4,4,9,loud_bug,loud_bug,loud_bug,clean_fenced,True,True,False,True,"p4.R5.C1,p4.obj.C2",p4.R5.C1,,,,e7ae31c2078ac2d39ade9176596be7083d8914e6e38ab742030f7eafdb82d066,66.908,1515,628,False,,,none,,6,5,5,6,11,1,0,1,,
p5__gemma3_12b__s0,gemma3:12b,5,5,0,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,81.109,1416,802,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p5__gemma3_12b__s0\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p5__gemma3_12b__s0\generated_model.py"", line 42, in solve
    solution[var.name] = var.X
             ^^^^^^^^
  File ""src/gurobipy/var.pxi"", line 128, in gurobipy._core.Var.__getattr__
  File ""src/gurobipy/var.pxi"", line 156, in gurobipy._core.Var.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 49, in gurobipy._attrutil._getattr
  File ""src/gurobipy/_attrutil.pyx"", line 37, in gurobipy._attrutil._getattrinfo
AttributeError: 'gurobipy.Var' object has no attribute 'name'"
p5__gemma3_12b__s1,gemma3:12b,5,5,1,correct,correct,correct,clean_fenced,True,True,True,True,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,67.684,1416,591,False,,,none,,9,8,8,9,17,0,0,0,,
p5__gemma3_12b__s2,gemma3:12b,5,5,2,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,83.422,1416,802,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p5__gemma3_12b__s2\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p5__gemma3_12b__s2\generated_model.py"", line 42, in solve
    solution[var.name] = var.X
             ^^^^^^^^
  File ""src/gurobipy/var.pxi"", line 128, in gurobipy._core.Var.__getattr__
  File ""src/gurobipy/var.pxi"", line 156, in gurobipy._core.Var.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 49, in gurobipy._attrutil._getattr
  File ""src/gurobipy/_attrutil.pyx"", line 37, in gurobipy._attrutil._getattrinfo
AttributeError: 'gurobipy.Var' object has no attribute 'name'"
p5__gemma3_12b__s3,gemma3:12b,5,5,3,code_failure,code_failure,code_failure,clean_fenced,False,False,False,False,,,,,,512e2f6930bdd918fae92238f808930fed1751a9458c5e94102d366c9945f680,83.47,1416,802,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p5__gemma3_12b__s3\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\Final_Gemma\execution_workdirs\p5__gemma3_12b__s3\generated_model.py"", line 42, in solve
    solution[var.name] = var.X
             ^^^^^^^^
  File ""src/gurobipy/var.pxi"", line 128, in gurobipy._core.Var.__getattr__
  File ""src/gurobipy/var.pxi"", line 156, in gurobipy._core.Var.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 49, in gurobipy._attrutil._getattr
  File ""src/gurobipy/_attrutil.pyx"", line 37, in gurobipy._attrutil._getattrinfo
AttributeError: 'gurobipy.Var' object has no attribute 'name'"
